outcome,tstop,model,survival,survivalse,survival.ll,survival.ul,haz,lead_tstop,vax1_az,vax1_az_descr,model_name,outcome_var,outcome_descr
postest,25,0,0.9816942669453032,2.836238463444008e-4,0.9811383744213114,0.982250159469295,2.4361208444617798e-4,26,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,26,0,0.9814682083788216,2.8586472168809404e-4,0.9809079238198625,0.9820284929377808,2.303269372880685e-4,27,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,27,0,0.9812543831284303,2.8792836202272664e-4,0.9806900539087381,0.9818187123481225,2.1791010982255034e-4,28,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,28,0,0.9810519944203784,2.898298395029186e-4,0.9804839383733076,0.9816200504674492,2.062976368255255e-4,29,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,29,0,0.980860304182296,2.915844656598535e-4,0.9802888091311514,0.9814317992334406,1.9543072266770318e-4,30,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,30,0,0.9806786282782982,2.9320715362964094e-4,0.9801039528171747,0.9812533037394218,1.8525529032554952e-4,31,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,31,0,0.9805063321638762,2.947120168172929e-4,0.9799287072251032,0.9810839571026492,1.7572157238577327e-4,32,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,32,0,0.9803428269208165,2.961121345014311e-4,0.9797624578018085,0.9809231960398246,1.66783739901677e-4,33,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,33,0,0.9801875656364152,2.974194340738507e-4,0.9796046342573281,0.9807704970155022,1.5839956539394126e-4,34,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,34,0,0.9800400400948414,2.986446535360033e-4,0.9794547073297354,0.9806253728599473,1.505301166670155e-4,35,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,35,0,0.9798997777517149,2.997973579864402e-4,0.9793121857274012,0.9804873697760286,1.4313947845594183e-4,36,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,36,0,0.9797663389658253,3.0088599119121036e-4,0.9791766132596379,0.9803560646720128,1.3619449922152896e-4,37,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,37,0,0.9796393144644853,3.0191794871038685e-4,0.9790475661587267,0.9802310627702439,1.296645606852696e-4,38,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,38,0,0.9795183230213065,3.0289966294964356e-4,0.9789246505909959,0.9801119954516171,1.2352136793683478e-4,39,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,39,0,0.979403009327243,3.0383669339003195e-4,0.9788075003510168,0.9799985183034692,1.1773875816727243e-4,40,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,40,0,0.9792930420375935,3.0473381733756754e-4,0.9786957747307404,0.9798903093444465,1.1229252627049066e-4,41,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,41,0,0.9791881119793077,3.0559511805778754e-4,0.9785891565540631,0.9797870674045522,1.0716026573660148e-4,42,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,42,0,0.9790879305044315,3.0642406828266177e-4,0.9784873503666013,0.9796885106422618,1.0232122341095691e-4,43,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,43,0,0.9789922279768632,3.072236078638184e-4,0.9783900807702497,0.9795943751834768,9.775616683502357e-5,44,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,44,0,0.9789007523807933,3.0799621494680455e-4,0.9782970908921229,0.9795044138694637,9.34472630115408e-5,45,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,45,0,0.9788132680402885,3.08743970417824e-4,0.9782081409778256,0.9794183951027513,8.937796754638208e-5,46,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,46,0,0.9787295544404513,3.094686156927358e-4,0.9781230070993481,0.9793361017815545,8.553292322415361e-5,47,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,47,0,0.9786494051414709,3.101716040718395e-4,0.9780414799684631,0.9792573303144787,8.189786716192165e-5,48,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,48,0,0.9785726267776714,3.108541460315316e-4,0.9779633638470047,0.9791818897083382,7.845954576954859e-5,49,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,49,0,0.9784990381343838,3.115172488858279e-4,0.9778884755460046,0.979109600722763,7.520563681693908e-5,50,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,50,0,0.9784284692961118,3.1216175129050743e-4,0.9778166435062314,0.9790402950859922,7.21246779774434e-5,51,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,51,0,0.978360760860052,3.127883530708642e-4,0.9777477069532495,0.9789738147668544,6.92060012712834e-5,52,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,52,0,0.978295763209552,3.1339764085228203e-4,0.9776815151206417,0.9789100112984623,6.643967289268552e-5,53,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,53,0,0.9782333358425782,3.139901099407243e-4,0.9776179265355927,0.9788487451495638,6.381643794631666e-5,54,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,54,0,0.97817334675069,3.145661829055929e-4,0.9775568083614408,0.9787898851399393,6.132766966864758e-5,55,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,55,0,0.9781156718444188,3.151262252343484e-4,0.9774980357923755,0.9787333078964622,5.896532274390413e-5,56,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,56,0,0.9780601944213017,3.156705584576327e-4,0.977441491495745,0.9786788973468583,5.672189036381679e-5,57,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,57,0,0.9780068046731479,3.161994710493588e-4,0.9773870650979606,0.9786265442483353,5.4590364707701e-5,58,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,58,0,0.9779553992294077,3.167132274208039e-4,0.9773346527102355,0.9785761457485799,5.2564200556361456e-5,59,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,59,0,0.9779058807337795,3.172120752671351e-4,0.9772841564907947,0.9785276049767643,5.063728177094015e-5,60,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,60,0,0.9778581574514412,3.1769625150549976e-4,0.977235484240467,0.9784808306624154,4.8803890395149924e-5,61,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,61,0,0.9778121429045017,3.1816598701197907e-4,0.9771885490288525,0.9784357367801508,4.705867816577765e-5,62,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,62,0,0.9777677555334809,3.1862151034638543e-4,0.9771432688485022,0.9783922422184597,4.539664022417113e-5,63,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,63,0,0.9777249183828013,3.1906305062058207e-4,0.9770995662947874,0.9783502704708151,4.3813090854335274e-5,64,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,64,0,0.9776835588084474,3.194908396506462e-4,0.9770573682693416,0.9783097493475531,4.23036410720902e-5,65,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,65,0,0.9776436082060964,3.1990511351828613e-4,0.9770166057051304,0.9782706107070624,4.086417792293871e-5,66,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,66,0,0.9776050017581677,3.2030611363423686e-4,0.9769772133114166,0.9782327902049187,3.9490845340720136e-5,67,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,67,0,0.9775676781983594,3.2069408740955627e-4,0.9769391293369818,0.9781962270597371,3.818002644790794e-5,68,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,68,0,0.9775315795923625,3.2106928859373214e-4,0.9769022953501769,0.978160863834548,3.692832717692109e-5,69,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,69,0,0.9774966511335429,3.214319773558509e-4,0.9768666560344459,0.9781266462326399,3.573256110809042e-5,70,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,70,0,0.9774628409524841,3.217824201595627e-4,0.9768321589981133,0.978093522906855,3.458973542748733e-5,71,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,71,0,0.977430099939366,3.2212088947764547e-4,0.9767987545973218,0.9780614452814103,3.349703791621678e-5,72,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,72,0,0.9773983815782398,3.2244766338608045e-4,0.9767663957711039,0.9780303673853756,3.24518248894961e-5,73,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,73,0,0.9773676417923339,3.227630250728297e-4,0.97673503788765,0.9780002456970178,3.145161000979168e-5,74,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,74,0,0.9773378387995897,3.230672622734579e-4,0.9767046386009498,0.9779710389982296,3.0494053909596642e-5,75,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,75,0,0.9773089329776918,3.233606666804562e-4,0.9766751577169813,0.9779427082384023,2.957695455599696e-5,76,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,76,0,0.9772808867379129,3.2364353331899636e-4,0.9766465570687783,0.9779152164070475,2.869823830540561e-5,77,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,77,0,0.9772536644071456,3.2391615992156004e-4,0.9766188003996887,0.9778885284146024,2.785595159048689e-5,78,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,78,0,0.9772272321175428,3.2417884630217276e-4,0.9765918532542408,0.9778626109808448,2.7048253194372728e-5,79,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,79,0,0.9772015577032312,3.244318937399272e-4,0.9765656828760648,0.9778374325303977,2.627340706650584e-5,80,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,80,0,0.977176610603602,3.2467560439029987e-4,0.9765402581123381,0.9778129630948658,2.5529775639935112e-5,81,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,81,0,0.977152361772723,3.2491028071034503e-4,0.9765155493243239,0.9777891742211221,2.4815813610616615e-5,82,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,82,0,0.9771287835944498,3.2513622491974815e-4,0.9764915283035377,0.9777660388853618,2.413006214648523e-5,83,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,83,0,0.9771058498028401,3.2535373848641537e-4,0.9764681681931713,0.9777435314125089,2.3471143494123006e-5,84,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,84,0,0.9770835354075148,3.255631216498188e-4,0.9764454434143868,0.9777216274006428,2.2837755950916778e-5,85,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,85,0,0.9770618166236241,3.2576467296831365e-4,0.9764233295971707,0.9777003036500775,2.2228669180554856e-5,86,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,86,0,0.9770406708061113,3.25958688913006e-4,0.976401803515394,0.9776795380968287,2.164271984229013e-5,87,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,87,0,0.9770200763879833,3.261454634764274e-4,0.9763808430258484,0.9776593097501182,2.10788075145903e-5,88,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,88,0,0.9770000128223206,3.263252878296871e-4,0.9763604270109297,0.9776395986337115,2.0535890889789836e-5,89,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,89,0,0.9769804605277804,3.264984499993864e-4,0.9763405353247735,0.9776203857307874,2.0012984220422726e-5,90,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,90,0,0.976961400837358,3.2666523457821044e-4,0.9763211487425835,0.9776016529321326,1.950915400141472e-5,91,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,91,0,0.9769428159501957,3.2682592246214724e-4,0.9763022489129558,0.9775833829874356,1.9023515868997605e-5,92,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,92,0,0.9769246888862394,3.269807906172986e-4,0.976283818312993,0.9775655594594858,1.8555231700598355e-5,93,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,93,0,0.9769070034435567,3.2713011186431763e-4,0.9762658402060441,0.9775481666810694,1.8103506905281015e-5,94,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,94,0,0.9768897441581458,3.2727415469378557e-4,0.9762482986018751,0.9775311897144164,1.766758788714469e-5,95,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,95,0,0.9768728962660741,3.2741318309922993e-4,0.976231178219136,0.9775146143130122,1.724675967168188e-5,96,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,96,0,0.9768564456677983,3.275474564287347e-4,0.9762144644499703,0.9774984268856263,1.684034368486253e-5,97,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,97,0,0.9768403788945268,3.2767722925911225e-4,0.976198143326625,0.9774826144624286,1.6447695671288828e-5,98,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,98,0,0.9768246830764956,3.278027512799787e-4,0.9761822014899537,0.9774671646630375,1.6068203745371e-5,99,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,99,0,0.976809345913037,3.279242672028524e-4,0.9761666261596628,0.9774520656664113,1.5701286564010403e-5,100,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,100,0,0.976794355644329,3.2804201667096546e-4,0.9761514051062381,0.97743730618242,1.534639161392848e-5,101,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,101,0,0.9767797010247204,3.281562341953644e-4,0.9761365266243952,0.9774228754250457,1.5002993605636581e-5,102,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,102,0,0.9767653712975353,3.28267149091288e-4,0.9761219795080087,0.9774087630870618,1.4670592965580813e-5,103,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,103,0,0.9767513561712639,3.2837498543093866e-4,0.9761077530263953,0.9773949593161324,1.434871442242327e-5,104,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,104,0,0.9767376457970559,3.2847996200119475e-4,0.9760938369018904,0.9773814546922214,1.4036905679778855e-5,105,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,105,0,0.976724230747438,3.285822922720433e-4,0.9760802212886271,0.9773682402062488,1.3734736167722211e-5,106,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,106,0,0.9767111019961773,3.286821843705099e-4,0.9760668967524512,0.9773553072399034,1.3441795873786502e-5,107,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,107,0,0.976698250899227,3.287798410602019e-4,0.9760538542519063,0.9773426475465478,1.3157694240191162e-5,108,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,108,0,0.9766856691766849,3.2887545972737375e-4,0.9760410851202201,0.9773302532331496,1.2882059130400395e-5,109,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,109,0,0.9766733488957057,3.2896923236964607e-4,0.9760285810482394,0.9773181167431719,1.2614535855948792e-5,110,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,110,0,0.9766612824543107,3.290613455917341e-4,0.9760163340682466,0.9773062308403748,1.2354786261856211e-5,111,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,111,0,0.976649462566042,3.291519806000312e-4,0.976004336538626,0.9772945885934581,1.2102487864631946e-5,112,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,112,0,0.9766378822454092,3.292413132034769e-4,0.9759925811293076,0.9772831833615107,1.1857333043686635e-5,113,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,113,0,0.9766265347940857,3.2932951381661415e-4,0.975981060807959,0.9772720087802124,1.1619028276623676e-5,114,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,114,0,0.9766154137878075,3.2941674746198653e-4,0.9759697688268777,0.9772610587487373,1.1387293422976124e-5,115,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,115,0,0.9766045130639361,3.2950317377470234e-4,0.9759586987105461,0.9772503274173262,1.1161861045606772e-5,116,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,116,0,0.9765938267096451,3.2958894701458824e-4,0.975947844243794,0.9772398091754962,1.0942475775243804e-5,117,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,117,0,0.9765833490506961,3.296742160654312e-4,0.9759371994605763,0.9772294986408159,1.0728893708048762e-5,118,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,118,0,0.9765730746407699,3.297591244507034e-4,0.975926758633273,0.9772193906482668,1.0520881839754092e-5,119,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,119,0,0.9765629982513208,3.298438103409561e-4,0.9759165162625291,0.9772094802401124,1.0318217531493991e-5,120,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,120,0,0.9765531148619236,3.299284065611054e-4,0.9759064670675872,0.9771997626562601,1.012068800631638e-5,121,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,121,0,0.9765434196510886,3.300130406045794e-4,0.9758966059770751,0.9771902333251021,9.928089872861873e-6,122,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,122,0,0.9765339079875134,3.30097834642387e-4,0.9758869281202397,0.9771808878547871,9.74022867758321e-6,123,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,123,0,0.9765245754217514,3.301829055330121e-4,0.975877428818596,0.9771717220249069,9.556918480966232e-6,124,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,124,0,0.9765154176782722,3.302683648373393e-4,0.9758681035779581,0.9771627317785864,9.37798145673688e-6,125,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,125,0,0.9765064306478906,3.3035431882645616e-4,0.9758589480808535,0.9771539132149276,9.203247515425775e-6,126,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,126,0,0.9764976103805463,3.304408684997269e-4,0.9758499581792667,0.9771452625818259,9.032553946384996e-6,127,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,127,0,0.976488953078414,3.3052810959428776e-4,0.9758411298877311,0.9771367762690969,8.865745080878003e-6,128,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,128,0,0.9764804550893251,3.306161326006504e-4,0.9758324593767199,0.9771284508019303,8.702671973178614e-6,129,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,129,0,0.9764721129004857,3.3070502277865015e-4,0.9758239429663331,0.9771202828346384,8.543192098547172e-6,130,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,130,0,0.9764639231324728,3.3079486017283626e-4,0.975815577120263,0.9771122691446825,8.38716906888454e-6,131,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,131,0,0.9764558825334954,3.308857196296549e-4,0.9758073584400226,0.9771044066269681,8.234472361975192e-6,132,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,132,0,0.9764479879739058,3.309776708182951e-4,0.9757992836594149,0.9770966922883966,8.084977066711041e-6,133,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,133,0,0.9764402364409476,3.310707782497762e-4,0.9757913496392444,0.9770891232426507,7.93856364054767e-6,134,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,134,0,0.9764326250337274,3.3116510130069084e-4,0.9757835533622415,0.9770816967052133,7.79511768147039e-6,135,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,135,0,0.9764251509583999,3.3126069423687523e-4,0.9757758919282019,0.9770744099885978,7.654529709925237e-6,136,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,136,0,0.9764178115235531,3.313576062402627e-4,0.9757683625493188,0.9770672604977875,7.5166949641288484e-6,137,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,137,0,0.976410604135786,3.3145588143951846e-4,0.9757609625457005,0.9770602457258714,7.381513204211865e-6,138,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,138,0,0.976403526295465,3.3155555894105694e-4,0.9757536893410665,0.9770533632498635,7.248888528495692e-6,139,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,139,0,0.9763965755926549,3.3165667286494784e-4,0.9757465404586072,0.9770466107267026,7.1187291965608524e-6,140,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,140,0,0.9763897497032105,3.3175925238218475e-4,0.9757395135170035,0.9770399858894174,6.990947463884639e-6,NA,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test
postest,0,1,1,0,1,1,0,1,0,BNT162b2,Adjusting for time,positive_test_date,Positive SARS-CoV-2 test
postest,1,1,0.999584252801403,2.2453974933144517e-5,0.9995402438192242,0.9996282617835817,4.159201162202083e-4,2,0,BNT162b2,Adjusting for time,positive_test_date,Positive SARS-CoV-2 test
postest,2,1,0.9990246732381183,4.595336693030128e-5,0.9989346062939666,0.99911474018227,5.601258690347652e-4,3,0,BNT162b2,Adjusting for time,positive_test_date,Positive SARS-CoV-2 test
