outcome,tstop,model,survival,survivalse,survival.ll,survival.ul,haz,lead_tstop,vax1_az,vax1_az_descr,model_name,outcome_var,outcome_descr,inc_format,inc_CI
postest,15,0,0.983618087325251,2.756548050561823e-4,0.9830778138351755,0.9841583608153266,5.971767985032617e-4,16,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,16.4,"(15.8, 16.9)"
postest,16,0,0.9830964216366843,2.8066423365272366e-4,0.9825463298469764,0.9836465134263922,5.30635324354274e-4,17,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,16.9,"(16.4, 17.5)"
postest,17,0,0.982627207989798,2.8536929406772785e-4,0.9820678944511316,0.9831865215284643,4.775093169323454e-4,18,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,17.4,"(16.8, 17.9)"
postest,18,0,0.9822004216458783,2.8981326033694296e-4,0.9816323980933758,0.9827684451983808,4.345206278821534e-4,19,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,17.8,"(17.2, 18.4)"
postest,19,0,0.981808446109479,2.9400794210610823e-4,0.9812322011317823,0.9823846910871757,3.992383014757025e-4,20,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,18.2,"(17.6, 18.8)"
postest,20,0,0.9814454818791335,2.9795212086776337e-4,0.9808615064531153,0.9820294573051517,3.698261768453902e-4,21,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,18.6,"(18.0, 19.1)"
postest,21,0,0.98110712612213,3.016414872698163e-4,0.9805159196708381,0.981698332573422,3.448713682682529e-4,22,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,18.9,"(18.3, 19.5)"
postest,22,0,0.9807900692788625,3.0507373059690236e-4,0.9801921357542632,0.9813880028034617,3.232667756318831e-4,23,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,19.2,"(18.6, 19.8)"
postest,23,0,0.9804918718905625,3.0825086540309916e-4,0.9798877112961691,0.9810960324849559,3.041304031669026e-4,24,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,19.5,"(18.9, 20.1)"
postest,24,0,0.980210796180807,3.111799475833852e-4,0.9796008946908324,0.9808206976707815,2.867502692795328e-4,25,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,19.8,"(19.2, 20.4)"
postest,25,0,0.9799456085452988,3.138729161334352e-4,0.9793304289339547,0.9805607881566428,2.7061464758423187e-4,26,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,20.1,"(19.4, 20.7)"
postest,26,0,0.9796952382275708,3.1634572143337213e-4,0.9790752120068981,0.9803152644482435,2.5555939026607015e-4,27,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,20.3,"(19.7, 20.9)"
postest,27,0,0.9794586958040484,3.186164743477145e-4,0.9788342189894458,0.9800831726186511,2.4150321451600805e-4,28,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,20.5,"(19.9, 21.2)"
postest,28,0,0.9792350663898622,3.2070399411155624e-4,0.9786064981117054,0.9798636346680191,2.283715339266199e-4,29,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,20.8,"(20.1, 21.4)"
postest,29,0,0.9790235034601767,3.226268510562085e-4,0.978391166451661,0.9796558404686925,2.1609586382529515e-4,30,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.0,"(20.3, 21.6)"
postest,30,0,0.9788232232270812,3.2440275917424626e-4,0.9781874055026142,0.9794590409515481,2.0461328291260993e-4,31,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.2,"(20.5, 21.8)"
postest,31,0,0.9786334995183352,3.2604821434848347e-4,0.9779944567609886,0.9792725422756818,1.9386594556522355e-4,32,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.4,"(20.7, 22.0)"
postest,32,0,0.9784536591098149,3.275783034288723e-4,0.9778116174329775,0.9790957007866522,1.8380063976048438e-4,33,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.5,"(20.9, 22.2)"
postest,33,0,0.9782830774684443,3.290066305235552e-4,0.9776382363219432,0.9789279186149454,1.7436838610347682e-4,34,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.7,"(21.1, 22.4)"
postest,34,0,0.9781211748667982,3.303453220353172e-4,0.9774737099331476,0.9787686398004487,1.655240739146834e-4,35,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.9,"(21.2, 22.5)"
postest,35,0,0.9779674128344843,3.316050829756779e-4,0.9773174788147615,0.9786173468542071,1.5722613074419374e-4,36,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.0,"(21.4, 22.7)"
postest,36,0,0.977821290914915,3.327952849878831e-4,0.977169024142114,0.9784735576877159,1.494362220652684e-4,37,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.2,"(21.5, 22.8)"
postest,37,0,0.977682343699201,3.339240722672502e-4,0.9770278645439863,0.9783368228544158,1.4211897822376582e-4,38,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.3,"(21.7, 23.0)"
postest,38,0,0.9775501381117003,3.3499847572956407e-4,0.9768935531643945,0.9782067230590061,1.3524174602040162e-4,39,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.4,"(21.8, 23.1)"
postest,39,0,0.9774242709242521,3.360245287762193e-4,0.9767656749499287,0.9780828668985755,1.287743625694964e-4,40,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.6,"(21.9, 23.2)"
postest,40,0,0.9773043664783663,3.3700738021965644e-4,0.9766438441506116,0.977964888806121,1.226889493166779e-4,41,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.7,"(22.0, 23.4)"
postest,41,0,0.97719007459664875,3.3795140150085314e-4,0.9765277020211822,0.9778524471721153,1.1695972430409382e-4,42,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.8,"(22.1, 23.5)"
postest,42,0,0.9770810686665387,3.388602864699873e-4,0.9764169147092665,0.9777452226238108,1.1156283097252117e-4,43,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.9,"(22.3, 23.6)"
postest,43,0,0.9769770438810553,3.3973714280923726e-4,0.9763111713169387,0.977642916445172,1.064761819480276e-4,44,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.0,"(22.4, 23.7)"
postest,44,0,0.9768777156227014,3.4058457475030047e-4,0.976210182122501,0.9775452491229019,1.0167931642353783e-4,45,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.1,"(22.5, 23.8)"
postest,45,0,0.9767828179779765,3.414047571305961e-4,0.9761136769498499,0.9774519590061032,9.715326987566078e-5,46,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.2,"(22.5, 23.9)"
postest,46,0,0.9766921023711285,3.421995010941396e-4,0.9760214036734564,0.9773628010688006,9.288045498453787e-5,47,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.3,"(22.6, 24.0)"
postest,47,0,0.9766053363068309,3.429703119069333e-4,0.9759331268477268,0.977277545765935,8.884455272966367e-5,48,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.4,"(22.7, 24.1)"
postest,48,0,0.9765223022124241,3.4371843947673486e-4,0.9758486264502274,0.9771959779746208,8.503041273985674e-5,49,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.5,"(22.8, 24.2)"
postest,49,0,0.9764427963712223,3.444449221789255e-4,0.9757676967290939,0.9771178960133508,8.142396205617379e-5,50,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.6,"(22.9, 24.2)"
postest,50,0,0.9763666279391593,3.451506246407248e-4,0.975690145145622,0.9770431107326966,7.801212155705294e-5,51,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.6,"(23.0, 24.3)"
postest,51,0,0.9762936180377512,3.458362701135142e-4,0.975615791403781,0.9769714446717214,7.478272935438203e-5,52,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.7,"(23.0, 24.4)"
postest,52,0,0.9762235989169832,3.4650246802544614e-4,0.9755444665590991,0.9769027312748673,7.172447054718023e-5,53,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.8,"(23.1, 24.5)"
postest,53,0,0.9761564131823031,3.4714973729107416e-4,0.97547601219997,0.9768368141646361,6.882681276568363e-5,54,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.8,"(23.2, 24.5)"
postest,54,0,0.9760919130804211,3.477785258963697e-4,0.9754102796950678,0.9767735464657744,6.607994699845031e-5,55,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.9,"(23.2, 24.6)"
postest,55,0,0.9760299598390825,3.483892272407501e-4,0.9753471295010888,0.9767127901770761,6.347473324367362e-5,56,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.0,"(23.3, 24.7)"
postest,56,0,0.9759704230564076,3.489821936674465e-4,0.9752864305255736,0.9766544155872415,6.1002650560297795e-5,57,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.0,"(23.3, 24.7)"
postest,57,0,0.9759131801357772,3.4955774757739215e-4,0.9752280595400086,0.9765983007315459,5.865575114212364e-5,58,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.1,"(23.4, 24.8)"
postest,58,0,0.9758581157625911,3.501161904644331e-4,0.9751719006388764,0.9765443308863058,5.642661806743471e-5,59,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.1,"(23.5, 24.8)"
postest,59,0,0.9758051214195416,3.506578101804314e-4,0.9751178447406902,0.9764923980983929,5.4308326412975976e-5,60,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.2,"(23.5, 24.9)"
postest,60,0,0.9757540949373394,3.511828867062086e-4,0.9750657891274085,0.9764424007472704,5.229440744022492e-5,61,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.2,"(23.6, 24.9)"
postest,61,0,0.9757049400780823,3.5169169665900523e-4,0.9750156370189689,0.9763942431371957,5.037881560098223e-5,62,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.3,"(23.6, 25.0)"
postest,62,0,0.975657566148699,3.521845167334256e-4,0.9749672971799889,0.9763478351174092,4.8555898121364055e-5,63,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.3,"(23.7, 25.0)"
postest,63,0,0.9756118876421194,3.5266162626919865e-4,0.9749206835559024,0.9763030917283363,4.682036694946121e-5,64,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.4,"(23.7, 25.1)"
postest,64,0,0.9755678239040134,3.5312330908523945e-4,0.9748757149361047,0.9762599328719221,4.5167272870495754e-5,65,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.4,"(23.7, 25.1)"
postest,65,0,0.9755252988231268,3.535698547181727e-4,0.97483231464186,0.9762182830043935,4.359198161026519e-5,66,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.5,"(23.8, 25.2)"
postest,66,0,0.9754842405433997,3.540015591719148e-4,0.9747904102369517,0.9761780708498476,4.209015176323227e-5,67,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.5,"(23.8, 25.2)"
postest,67,0,0.9754445811962086,3.544187252797343e-4,0.9747499332592137,0.9761392291332035,4.065771439566949e-5,68,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.6,"(23.9, 25.3)"
postest,68,0,0.9754062566512033,3.548216627511418e-4,0.9747108189712764,0.9761016943311301,3.9290854189180846e-5,69,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.6,"(23.9, 25.3)"
postest,69,0,0.9753692062843382,3.552106879844816e-4,0.9746730061289649,0.9760654064397115,3.798599199806593e-5,70,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.6,"(23.9, 25.3)"
postest,70,0,0.9753333727618093,3.555861236832826e-4,0.9746364367659879,0.9760303087576307,3.673976870844265e-5,71,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.7,"(24.0, 25.4)"
postest,71,0,0.975298701838712,3.5594829833779097e-4,0.9746010559936117,0.9759963476838124,3.5549030293914344e-5,72,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.7,"(24.0, 25.4)"
postest,72,0,0.9752651421713301,3.5629754561062633e-4,0.9745668118141533,0.9759634725285069,3.441081397334328e-5,73,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.7,"(24.0, 25.4)"
postest,73,0,0.9752326451420521,3.566342036504004e-4,0.9745336549472422,0.975931635336862,3.332233538311839e-5,74,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.8,"(24.1, 25.5)"
postest,74,0,0.9752011646959914,3.5695861436148784e-4,0.9745015386678716,0.9759007907241112,3.22809766849799e-5,75,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.8,"(24.1, 25.5)"
postest,75,0,0.9751706571884587,3.5727112266033847e-4,0.9744704186553282,0.9758708957215892,3.128427553449671e-5,76,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.8,"(24.1, 25.5)"
postest,76,0,0.9751410812425029,3.5757207572296486e-4,0.9744402528522086,0.9758419096327972,3.032991484492489e-5,77,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.9,"(24.2, 25.6)"
postest,77,0,0.975112397615794,3.578618222427858e-4,0.9744110013327563,0.9758137938988318,2.9415713284907886e-5,78,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.9,"(24.2, 25.6)"
postest,78,0,0.9750845690761855,3.5814071171006546e-4,0.9743826261798362,0.9757865119725347,2.8539616450861148e-5,79,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.9,"(24.2, 25.6)"
postest,79,0,0.9750575602853327,3.58409093715177e-4,0.9743550913699194,0.9757600292007461,2.76996886674137e-5,80,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.9,"(24.2, 25.6)"
postest,80,0,0.975031337689805,3.586673172913746e-4,0.9743283626654823,0.9757343127141277,2.689410536269433e-5,81,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.0,"(24.3, 25.7)"
postest,81,0,0.9750058694191606,3.589157302896582e-4,0.974302407514308,0.9757093313240132,2.612114597791749e-5,82,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.0,"(24.3, 25.7)"
postest,82,0,0.9749811251904996,3.5915467879258907e-4,0.974277194955187,0.9756850554258122,2.5379187372586084e-5,83,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.0,"(24.3, 25.7)"
postest,83,0,0.9749570762190471,3.5938450657482194e-4,0.9742526955295588,0.9756614569085355,2.466669768246247e-5,84,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.0,"(24.3, 25.7)"
postest,84,0,0.9749336951343472,3.596055546016616e-4,0.9742288811986874,0.975638509070007,2.398223060357022e-5,85,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.1,"(24.4, 25.8)"
postest,85,0,0.9749109559016844,3.598181605660003e-4,0.9742057252659916,0.9756161865373773,2.332442006644189e-5,86,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.1,"(24.4, 25.8)"
postest,86,0,0.9748888337483768,3.6002265847319214e-4,0.9741832023041509,0.9755944651926026,2.2691975271272297e-5,87,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.1,"(24.4, 25.8)"
postest,87,0,0.974867305094608,3.6021937825858765e-4,0.9741612880866877,0.9755733221025282,2.2083676061656878e-5,88,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.1,"(24.4, 25.8)"
postest,88,0,0.9748463474884942,3.6040864544633326e-4,0.9741399595237025,0.9755527354532859,2.149836860726994e-5,89,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.4, 25.9)"
postest,89,0,0.9748259395451,3.605907808445831e-4,0.9741191946014874,0.9755326844887126,2.0934961377535228e-5,90,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.5, 25.9)"
postest,90,0,0.9748060608891412,3.607661002699542e-4,0.9740989723257691,0.9755131494525133,2.0392421381365582e-5,91,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.5, 25.9)"
postest,91,0,0.9747866921011292,3.609349143108276e-4,0.974079272668317,0.9754941115339415,1.9869770657475463e-5,92,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.5, 25.9)"
postest,92,0,0.9747678146667303,3.6109752811426033e-4,0.97406007651672,0.9754755528167407,1.9366082994166753e-5,93,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.5, 25.9)"
postest,93,0,0.9747494109291287,3.612542412045008e-4,0.9740413656271055,0.9754574562311519,1.888048086544028e-5,94,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.5, 26.0)"
postest,94,0,0.9747314640441971,3.614053473265832e-4,0.9740231225796168,0.9754398055087774,1.841213256536995e-5,95,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,95,0,0.9747139579382942,3.615511343112539e-4,0.9740053307364746,0.9754225851401138,1.796024952789922e-5,96,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,96,0,0.9746968772685167,3.616918839596101e-4,0.9739879742024554,0.975405780334578,1.7524083821141512e-5,97,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,97,0,0.9746802073852515,3.6182787195699164e-4,0.9739710377876131,0.97538937698289,1.710292579955815e-5,98,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,98,0,0.9746639342968787,3.619593677916211e-4,0.9739545069721403,0.9753733616216171,1.6696101907740683e-5,99,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,99,0,0.9746480446364905,3.6208663470016863e-4,0.9739383678731948,0.9753577213997862,1.6302972622452176e-5,100,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.6, 26.1)"
postest,100,0,0.9746325256304974,3.622099296170394e-4,0.9739226072136052,0.9753424440473896,1.5922930525040103e-5,101,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,101,0,0.9746173650690049,3.6232950314935957e-4,0.9739072122922958,0.9753275178457139,1.5555398493705064e-5,102,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,102,0,0.9746025512778478,3.62445599548211e-4,0.9738921709563783,0.9753129315993173,1.5199828009544641e-5,103,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,103,0,0.9745880730921804,3.6255845670504295e-4,0.9738774715747481,0.9752986746096127,1.4855697568120567e-5,104,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,104,0,0.9745739198315272,3.626683061439467e-4,0.9738631030131509,0.9752847366499034,1.4522511186924244e-5,105,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,105,0,0.9745600812762019,3.6277537303023e-4,0.9738490546105846,0.9752711079418191,1.419979700708417e-5,106,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.2)"
postest,106,0,0.9745465476450129,3.6287987618243914e-4,0.9738353161569809,0.9752577791330449,1.3887105979338203e-5,107,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.7, 26.2)"
postest,107,0,0.9745333095741766,3.629820280892961e-4,0.9738218778720863,0.9752447412762669,1.3584010629756905e-5,108,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,108,0,0.9745203580973646,3.630820349297787e-4,0.9738087303854687,0.9752319858092605,1.3290103900244633e-5,109,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,109,0,0.9745076846268168,3.631800966051516e-4,0.973795864717569,0.9752195045360647,1.3004998059752858e-5,110,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,110,0,0.9744952809354571,3.6327640676598347e-4,0.9737832722617626,0.9752072896091516,1.2728323679288714e-05,111,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,111,0,0.974483139139951,3.633711528434078e-4,0.9737709447673571,0.9751953335125448,1.2459728668925419e-5,112,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,112,0,0.9744712516846488,3.634645160860047e-4,0.9737588743234619,0.9751836290458357,1.2198877372398357e-5,113,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,113,0,0.9744596113263643,3.6355667159585235e-4,0.9737470533436972,0.9751721693090314,1.1945449713045157e-5,114,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.3)"
postest,114,0,0.9744482111199368,3.63647788367674e-4,0.9737354745516785,0.9751609476881952,1.1699140392821034e-5,115,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.6,"(24.8, 26.3)"
postest,115,0,0.9744370444045325,3.637380293261288e-4,0.9737241309672457,0.9751499578418192,1.1459658136434685e-5,116,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.6,"(24.9, 26.3)"
postest,116,0,0.974426104790642,3.6382755136602846e-4,0.9737130158933811,0.9751391936879028,1.1226724978686309e-5,117,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.6,"(24.9, 26.3)"
postest,117,0,0.9744153861477324,3.6391650539272885e-4,0.973702122903783,0.9751286493916818,1.1000075596050278e-5,118,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.6,"(24.9, 26.3)"
postest,118,0,0.974404882592519,3.64005036362275e-4,0.9736914458310577,0.9751183193539803,1.0779456672491595e-5,119,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.6,"(24.9, 26.3)"
postest,119,0,0.9743945884778167,3.640932833227169e-4,0.9736809787554912,0.9751081982001422,1.0564626306480513e-5,120,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.6,"(24.9, 26.3)"
postest,120,0,0.9743844983819422,3.6418137945214667e-4,0.9736707159943758,0.9750982807695086,1.035535344748272e-5,121,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.6,"(24.9, 26.3)"
postest,121,0,0.9743746070986329,3.642694521039578e-4,0.9736606520918409,0.9750885621054248,1.0151417367861775e-5,122,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.6,"(24.9, 26.3)"
