outcome,tstop,model,survival,survivalse,survival.ll,survival.ul,haz,lead_tstop,vax1_az,vax1_az_descr,model_name,diff,diff.se,diff.ll,diff.ul,outcome_var,outcome_descr,diff_format,diff_CI
postest,10,0,0.9939202755333597,2.8757028093991674e-4,0.9933566481396934,0.994483902927026,6.443846263033992e-4,11,1,ChAdOx1,Unadjusted,-0.005196162554412687,3.5702326608777436e-4,-0.005895915297587585,-0.004496409811237789,positive_test_date,Positive SARS-CoV-2 test,-5.20,"(-5.90, -4.50)"
postest,11,0,0.9932802210293171,3.060072574409578e-4,0.992680457825725,0.9938799842329092,6.443846263034517e-4,12,1,ChAdOx1,Unadjusted,-0.005763168123870455,3.8028188365732694e-4,-0.006508506919811866,-0.005017829327929043,positive_test_date,Positive SARS-CoV-2 test,-5.76,"(-6.51, -5.02)"
postest,12,0,0.9926405787009573,3.2804020752198184e-4,0.9919976317087332,0.9932835256931815,6.443846263033724e-4,13,1,ChAdOx1,Unadjusted,-0.00632911225872701,4.0799596940607844e-4,-0.0071287696646004295,-0.00552945485285359,positive_test_date,Positive SARS-CoV-2 test,-6.33,"(-7.13, -5.53)"
postest,13,0,0.9920013482828517,3.529964233736841e-4,0.9913094880063679,0.9926932085593355,6.44384626303337e-4,14,1,ChAdOx1,Unadjusted,-0.006893996492575161,4.3932313001983353e-4,-0.007755054004989442,-0.006032938980160879,positive_test_date,Positive SARS-CoV-2 test,-6.89,"(-7.76, -6.03)"
postest,14,0,0.9913625295097424,0.00038030084551121473,0.9906171535492503,0.9921079054702344,6.443846263034112e-4,15,1,ChAdOx1,Unadjusted,-0.0074578223569827795,4.735468462500267e-4,-0.008385957120625358,-0.006529687593340201,positive_test_date,Positive SARS-CoV-2 test,-7.46,"(-8.39, -6.53)"
postest,15,0,0.9909741378781408,3.820945930938638e-4,0.9902252462369894,0.9917230295192923,3.919291298894593e-4,16,1,ChAdOx1,Unadjusted,-0.007492997218669362,4.755747875919003e-4,-0.008425106674304772,-0.006560887763033951,positive_test_date,Positive SARS-CoV-2 test,-7.49,"(-8.43, -6.56)"
postest,16,0,0.9905858984088967,3.8626516470101064e-4,0.9898288325976002,0.9913429642201931,3.91929129889448e-4,17,1,ChAdOx1,Unadjusted,-0.007528141899267982,4.8011785543977057e-4,-0.00846915560426454,-0.006587128194271423,positive_test_date,Positive SARS-CoV-2 test,-7.53,"(-8.47, -6.59)"
postest,17,0,0.9901978110423963,3.9273684735219235e-4,0.9894280609661843,0.9909675611186084,3.9192912988947733e-4,18,1,ChAdOx1,Unadjusted,-0.007563256417663089,4.8710568170847303e-4,-0.008517966010476528,-0.006608546824849651,positive_test_date,Positive SARS-CoV-2 test,-7.56,"(-8.52, -6.61)"
postest,18,0,0.9898098757190499,4.0139835511555775e-4,0.9890231493995698,0.99059660203853,3.9192912988936387e-4,19,1,ChAdOx1,Unadjusted,-0.007598340792728808,4.964350397711535e-4,-0.008571335591343978,-0.006625345994113638,positive_test_date,Positive SARS-CoV-2 test,-7.60,"(-8.57, -6.63)"
postest,19,0,0.9894220923792902,4.1211163794130086e-4,0.9886143684113154,0.990229816347265,3.9192912988947576e-4,20,1,ChAdOx1,Unadjusted,-0.007633395043328828,5.079769343118428e-4,-0.008629011539557108,-0.006637778547100548,positive_test_date,Positive SARS-CoV-2 test,-7.63,"(-8.63, -6.64)"
postest,20,0,0.9890344609635742,4.247214606998633e-4,0.98820202219714115,0.9898668997300072,3.919291298893865e-4,21,1,ChAdOx1,Unadjusted,-0.007668419188316289,5.215845055146249e-4,-0.008690706034019087,-0.006646132342613491,positive_test_date,Positive SARS-CoV-2 test,-7.67,"(-8.69, -6.65)"
postest,21,0,0.9886469814123814,4.390644493101984e-4,0.9877864309048415,0.9895075319199212,3.9192912988944605e-4,22,1,ChAdOx1,Unadjusted,-0.007703413246534008,5.37100773146883e-4,-0.008756111417970516,-0.006650715075097499,positive_test_date,Positive SARS-CoV-2 test,-7.70,"(-8.76, -6.65)"
postest,22,0,0.9884724233833165,4.398376988883039e-4,0.9876103573344525,0.9893344894321806,1.76593726780339e-4,23,1,ChAdOx1,Unadjusted,-0.007750656265306466,5.380294716859781e-4,-0.008805174652432095,-0.006696137878180837,positive_test_date,Positive SARS-CoV-2 test,-7.75,"(-8.81, -6.70)"
postest,23,0,0.988297896174662,0.00044154428422491946,0.9874324852800016,0.9891633070693224,1.765937267802033e-4,24,1,ChAdOx1,Unadjusted,-0.007797879953077347,5.400021445186378e-4,-0.00885626470790827,-0.0067394951982464235,positive_test_date,Positive SARS-CoV-2 test,-7.80,"(-8.86, -6.74)"
postest,24,0,0.9881233997809759,4.441734473754754e-4,0.9872528358212309,0.9889939637407208,1.7659372678032067e-4,25,1,ChAdOx1,Unadjusted,-0.0078450843157446,5.430074139104392e-4,-0.008909359290347293,-0.006780809341141905,positive_test_date,Positive SARS-CoV-2 test,-7.85,"(-8.91, -6.78)"
postest,25,0,0.9879489341968175,4.4770893516513305e-4,0.9870714408083371,0.9888264275852979,1.765937267802028e-4,26,1,ChAdOx1,Unadjusted,-0.00789226935920484,5.470282614556605e-4,-0.008964425050183494,-0.006820113668226185,positive_test_date,Positive SARS-CoV-2 test,-7.89,"(-8.96, -6.82)"
postest,26,0,0.987774499416747,4.5212948671152493e-4,0.9868883419064438,0.9886606569270502,1.7659372678026017e-4,27,1,ChAdOx1,Unadjusted,-0.007939435089352576,5.520424964585692e-4,-0.009021418500346951,-0.0068574516783582,positive_test_date,Positive SARS-CoV-2 test,-7.94,"(-9.02, -6.86)"
postest,27,0,0.9876000954353255,4.5740944211281184e-4,0.9867035894025958,0.9884966014680551,1.7659372678034124e-4,28,1,ChAdOx1,Unadjusted,-0.007986581512080981,5.580233406902971e-4,-0.009080287162366689,-0.006892875861795275,positive_test_date,Positive SARS-CoV-2 test,-7.99,"(-9.08, -6.89)"
postest,28,0,0.9874257222471151,4.635194338599361e-4,0.9865172408506152,0.988334203643615,1.7659372678029413e-4,29,1,ChAdOx1,Unadjusted,-0.0080337086332819,5.64940095414413e-4,-0.00914097087371677,-0.0069264463928470285,positive_test_date,Positive SARS-CoV-2 test,-8.03,"(-9.14, -6.93)"
postest,29,0,0.9872935620103305,4.6393141867839084e-4,0.9863842731384243,0.9882028508822367,1.3386113499568923e-4,30,1,ChAdOx1,Unadjusted,-0.008059691876221242,5.654408723981853e-4,-0.009167935621508593,-0.006951448130933891,positive_test_date,Positive SARS-CoV-2 test,-8.06,"(-9.17, -6.95)"
postest,30,0,0.9871614194622973,4.646809794603033e-4,0.9862506614782544,0.9880721774463402,1.3386113499568657e-4,31,1,ChAdOx1,Unadjusted,-0.008085667272314634,5.663147325671127e-4,-0.009195623752060606,-0.006975710792568661,positive_test_date,Positive SARS-CoV-2 test,-8.09,"(-9.20, -6.98)"
postest,31,0,0.987029294600648,4.657664864224293e-4,0.9861164090620543,0.9879421801392417,1.338611349957155e-4,32,1,ChAdOx1,Unadjusted,-0.00811163482331767,5.675599526423064e-4,-0.00922403188956385,-0.006999237757071492,positive_test_date,Positive SARS-CoV-2 test,-8.11,"(-9.22, -7.00)"
postest,32,0,0.9868971874230156,4.671855978519994e-4,0.9859815204771298,0.9878128543689013,1.338611349956471e-4,33,1,ChAdOx1,Unadjusted,-0.008137594530986059,5.69174095278793e-4,-0.009253155258665663,-0.007022033803306456,positive_test_date,Positive SARS-CoV-2 test,-8.14,"(-9.25, -7.02)"
postest,33,0,0.9867650979270328,4.6893528505718724e-4,0.9858460016572407,0.987684194196825,1.3386113499580244e-4,34,1,ChAdOx1,Unadjusted,-0.008163546397074506,5.711540326425557e-4,-0.009282987730678729,-0.007044105063470283,positive_test_date,Positive SARS-CoV-2 test,-8.16,"(-9.28, -7.04)"
postest,34,0,0.9866330261103335,4.710118640424588e-4,0.9857098598205193,0.9875561924001478,1.338611349956025e-4,35,1,ChAdOx1,Unadjusted,-0.008189490423337942,5.734959761378157e-4,-0.009313521881846703,-0.007065458964829181,positive_test_date,Positive SARS-CoV-2 test,-8.19,"(-9.31, -7.07)"
postest,35,0,0.9865009719705511,4.734110331745321e-4,0.9855731033956451,0.9874288405454571,1.3386113499581835e-4,36,1,ChAdOx1,Unadjusted,-0.008215426611530519,5.761955116653987e-4,-0.009344749062448329,-0.007086104160612709,positive_test_date,Positive SARS-CoV-2 test,-8.22,"(-9.34, -7.09)"
postest,36,0,0.9863689355053199,4.7612791596228656e-4,0.9854357419379997,0.9873021290726401,1.3386113499564567e-4,37,1,ChAdOx1,Unadjusted,-0.0082413549634065,5.7924763966167e-4,-0.009376659475273209,-0.007106050451539792,positive_test_date,Positive SARS-CoV-2 test,-8.24,"(-9.38, -7.11)"
postest,37,0,0.9862369167122741,4.791571080047026e-4,0.9852977860376485,0.9871760473868997,1.3386113499574314e-4,38,1,ChAdOx1,Unadjusted,-0.00826727548071926,5.826468191097112e-4,-0.009409242261881117,-0.007125308699557404,positive_test_date,Positive SARS-CoV-2 test,-8.27,"(-9.41, -7.13)"
postest,38,0,0.9861049155890486,4.824927271047243e-4,0.9851592472211208,0.9870505839569763,1.3386113499564383e-4,39,1,ChAdOx1,Unadjusted,-0.008293188165222287,5.863870146561534e-4,-0.009442485594950308,-0.007143890735494266,positive_test_date,Positive SARS-CoV-2 test,-8.29,"(-9.44, -7.14)"
postest,39,0,0.9859729321332781,4.861284655645082e-4,0.985020137848912,0.9869257264176442,1.3386113499578136e-4,40,1,ChAdOx1,Unadjusted,-0.0083190930186684,5.904617459842024e-4,-0.009476376775046074,-0.0071618092622907255,positive_test_date,Positive SARS-CoV-2 test,-8.32,"(-9.48, -7.16)"
postest,40,0,0.9858409663425982,4.900576436713193e-4,0.9848804710106539,0.9868014616745425,1.3386113499568855e-4,41,1,ChAdOx1,Unadjusted,-0.008344990042810307,5.948641385716403e-4,-0.009510902330105167,-0.007179077755515449,positive_test_date,Positive SARS-CoV-2 test,-8.34,"(-9.51, -7.18)"
postest,41,0,0.9857090182146445,4.942732634630139e-4,0.984740260419736,0.9866777760095531,1.338611349956864e-4,42,1,ChAdOx1,Unadjusted,-0.008370879239400275,5.995869750256286e-4,-0.009546048116049824,-0.007195710362750726,positive_test_date,Positive SARS-CoV-2 test,-8.37,"(-9.55, -7.20)"
postest,42,0,0.9855770877470529,4.987680619208733e-4,0.9845995203090492,0.9865546551850566,1.3386113499575813e-4,43,1,ChAdOx1,Unadjusted,-0.008396760610190013,6.046227462271259e-4,-0.00958179941702888,-0.007211721803351145,positive_test_date,Positive SARS-CoV-2 test,-8.40,"(-9.58, -7.21)"
postest,43,0,0.9854920189795903,4.990033898820478e-4,0.9845139903072581,0.9864700476519225,8.632111252478517e-5,44,1,ChAdOx1,Unadjusted,-0.008390094198333586,6.048909805634961e-4,-0.009575658734811157,-0.0072045296618560165,positive_test_date,Positive SARS-CoV-2 test,-8.39,"(-9.58, -7.20)"
postest,44,0,0.9854069575547244,4.993740427104493e-4,0.9844282024161978,0.986385712693251,8.632111252486081e-5,45,1,ChAdOx1,Unadjusted,-0.008383428838597995,6.053006686225591e-4,-0.009569796348916224,-0.007197061328279766,positive_test_date,Positive SARS-CoV-2 test,-8.38,"(-9.57, -7.20)"
postest,45,0,0.9853219034718216,4.998797193811295e-4,0.9843421572252326,0.9863016497184106,8.632111252488458e-5,46,1,ChAdOx1,Unadjusted,-0.00837676453085412,6.058515234418185e-4,-0.009564211696778808,-0.007189317364929431,positive_test_date,Positive SARS-CoV-2 test,-8.38,"(-9.56, -7.19)"
postest,46,0,0.9852368567302482,5.005200106507875e-4,0.9842558555358311,0.9862178579246653,8.63211125247993e-5,47,1,ChAdOx1,Unadjusted,-0.008370101274973063,6.065431604054039e-4,-0.009558904024436755,-0.00718129852550937,positive_test_date,Positive SARS-CoV-2 test,-8.37,"(-9.56, -7.18)"
postest,47,0,0.9851518173293704,5.012944007001484e-4,0.9841692983583465,0.9861343363003943,8.632111252488587e-5,48,1,ChAdOx1,Unadjusted,-0.008363439070825707,6.07375098575091e-4,-0.00955387238913935,-0.007173005752512064,positive_test_date,Positive SARS-CoV-2 test,-8.36,"(-9.55, -7.17)"
postest,48,0,0.9850667852685547,5.022022691921193e-4,0.9840824869079839,0.9860510836291255,8.632111252486173e-5,49,1,ChAdOx1,Unadjusted,-0.008356777918283043,6.083467623472655e-4,-0.00954911566259523,-0.007164440173970855,positive_test_date,Positive SARS-CoV-2 test,-8.36,"(-9.55, -7.16)"
postest,49,0,0.9849817605471676,5.03242893727468e-4,0.9839954225999861,0.9859680984943491,8.63211125248951e-5,50,1,ChAdOx1,Unadjusted,-0.008350117817216063,6.094574834252098e-4,-0.00954463253483789,-0.007155603099594235,positive_test_date,Positive SARS-CoV-2 test,-8.35,"(-9.54, -7.16)"
postest,50,0,0.9848967431645755,5.044154526677232e-4,0.9839081070441014,0.9858853792850497,8.632111252481605e-5,51,1,ChAdOx1,Unadjusted,-0.00834345876749587,6.107065030788147e-4,-0.009540421518654746,-0.007146496016336995,positive_test_date,Positive SARS-CoV-2 test,-8.34,"(-9.54, -7.15)"
postest,51,0,0.9848117331201451,5.057190283045159e-4,0.9838205420383717,0.9858029242019186,8.632111252479282e-5,52,1,ChAdOx1,Unadjusted,-0.008336800768993347,6.120929746836017e-4,-0.009536480954563192,-0.007137120583423501,positive_test_date,Positive SARS-CoV-2 test,-8.34,"(-9.54, -7.14)"
postest,52,0,0.9847267304132429,5.071526103526343e-4,0.9837327295622862,0.9857207312641996,8.632111252488095e-5,53,1,ChAdOx1,Unadjusted,-0.008330143821579594,6.136159665204753e-4,-0.00953280901629846,-0.007127478626860728,positive_test_date,Positive SARS-CoV-2 test,-8.33,"(-9.53, -7.13)"
postest,53,0,0.9846417350432355,5.08715099718894e-4,0.9836446717693947,0.9856387983170762,8.632111252491047e-5,54,1,ChAdOx1,Unadjusted,-0.008323487925125606,6.152744647999079e-4,-0.009529403716740582,-0.007117572133510629,positive_test_date,Positive SARS-CoV-2 test,-8.32,"(-9.53, -7.12)"
postest,54,0,0.9845567470094898,5.104053125447301e-4,0.9835563709793842,0.9855571230395954,8.632111252482414e-5,55,1,ChAdOx1,Unadjusted,-0.008316833079502595,6.170673769177759e-4,-0.009526262914296039,-0.007107403244709151,positive_test_date,Positive SARS-CoV-2 test,-8.32,"(-9.53, -7.11)"
postest,55,0,0.9844717663113726,5.122219844595668e-4,0.9834678296697422,0.9854757029530029,8.63211125247902e-5,56,1,ChAdOx1,Unadjusted,-0.008310179284581554,6.189935348885291e-4,-0.009523384319626209,-0.0070969742495369,positive_test_date,Positive SARS-CoV-2 test,-8.31,"(-9.52, -7.10)"
postest,56,0,0.9843867929482505,5.141637750274916e-4,0.9833790504670414,0.9853945354294595,8.632111252486423e-5,57,1,ChAdOx1,Unadjusted,-0.008303526540233475,6.210516989482081e-4,-0.009520765502709375,-0.0070862875777575746,positive_test_date,Positive SARS-CoV-2 test,-8.30,"(-9.52, -7.09)"
postest,57,0,0.9843018269194905,5.162292723534444e-4,0.9832900361379124,0.9853136177010686,8.632111252487615e-5,58,1,ChAdOx1,Unadjusted,-0.008296874846329683,6.232405613040145e-4,-0.009518403900190079,-0.007075345792469287,positive_test_date,Positive SARS-CoV-2 test,-8.30,"(-9.52, -7.08)"
postest,58,0,0.9842168682244596,5.184169978084392e-4,0.9832007895797817,0.9852329468691375,8.632111252488149e-5,59,1,ChAdOx1,Unadjusted,-0.008290224202741059,6.255587499977677e-4,-0.00951629682295058,-0.007064151582531539,positive_test_date,Positive SARS-CoV-2 test,-8.29,"(-9.52, -7.06)"
postest,59,0,0.9841319168625249,5.207254108412089e-4,0.9831113138114412,0.9851525199136085,8.632111252482296e-5,60,1,ChAdOx1,Unadjusted,-0.00828357460933904,6.2800483286204e-4,-0.009514441463865734,-0.007052707754812345,positive_test_date,Positive SARS-CoV-2 test,-8.28,"(-9.51, -7.05)"
postest,60,0,0.9840469728330532,5.231529138515112e-4,0.983021611963497,0.9850723337026094,8.632111252486886e-5,61,1,ChAdOx1,Unadjusted,-0.008276926065994505,6.305773215489887e-4,-0.009512834905698256,-0.007041017226290755,positive_test_date,Positive SARS-CoV-2 test,-8.28,"(-9.51, -7.04)"
postest,61,0,0.9839620361354118,5.256978570872279e-4,0.9829316872687709,0.9849923850020527,8.632111252484911e-5,62,1,ChAdOx1,Unadjusted,-0.008270278572578671,6.332746756057321e-4,-0.009511474129087191,-0.007029083016070151,positive_test_date,Positive SARS-CoV-2 test,-8.27,"(-9.51, -7.03)"
postest,62,0,0.9838771067689678,5.283585435267635e-4,0.9828415430527313,0.9849126704852043,8.63211125248192e-5,63,1,ChAdOx1,Unadjusted,-0.008263632128962861,6.3609530656178e-4,-0.009510356020558915,-0.007016908237366808,positive_test_date,Positive SARS-CoV-2 test,-8.26,"(-9.51, -7.02)"
postest,63,0,0.9837921847330883,5.31133233742606e-4,0.9827511827239604,0.9848331867422161,8.63211125249475e-5,64,1,ChAdOx1,Unadjusted,-0.008256986735018068,6.390375820330839e-4,-0.009509477380570473,-0.007004496089465664,positive_test_date,Positive SARS-CoV-2 test,-8.26,"(-9.51, -7.00)"
postest,64,0,0.9837546414563171,5.312397469955752e-4,0.9827134306850496,0.9847958522275846,3.816325249110134e-5,65,1,ChAdOx1,Unadjusted,-0.008255045561168184,6.391599127169654e-4,-0.0095077759704552,-0.007002315151881168,positive_test_date,Positive SARS-CoV-2 test,-8.26,"(-9.51, -7.00)"
postest,65,0,0.9837170996122646,5.314023595803549e-4,0.9826755701261876,0.9847586290983417,3.816325249125597e-5,66,1,ChAdOx1,Unadjusted,-0.00825310452074024,6.393416885740161e-4,-0.009506191204160335,-0.007000017837320145,positive_test_date,Positive SARS-CoV-2 test,-8.25,"(-9.51, -7.00)"
postest,66,0,0.9836795592008765,5.316210200163199e-4,0.9826376011482201,0.9847215172535329,3.8163252491131864e-5,67,1,ChAdOx1,Unadjusted,-0.008251163613727241,6.395828589179082e-4,-0.009504722982335505,-0.006997604245118979,positive_test_date,Positive SARS-CoV-2 test,-8.25,"(-9.50, -7.00)"
postest,67,0,0.9836420202220978,5.318956591806999e-4,0.9825995238865705,0.9846845165576251,3.816325249118259e-5,68,1,ChAdOx1,Unadjusted,-0.00824922284012175,6.39883356592003e-4,-0.009503371173348677,-0.006995074506894824,positive_test_date,Positive SARS-CoV-2 test,-8.25,"(-9.50, -7.00)"
postest,68,0,0.9836044826758739,5.32226190416426e-4,0.9825613385110287,0.984647626840719,3.8163252491297415e-5,69,1,ChAdOx1,Unadjusted,-0.00824728219991655,6.402430980621855e-4,-0.00950213561346878,-0.006992428786364321,positive_test_date,Positive SARS-CoV-2 test,-8.25,"(-9.50, -6.99)"
postest,69,0,0.9835669465621503,5.326125096648134e-4,0.9825230452254917,0.9846108478988088,3.816325249113983e-5,70,1,ChAdOx1,Unadjusted,-0.008245341693104535,6.406619835280441e-4,-0.009501016107083496,-0.006989667279125576,positive_test_date,Positive SARS-CoV-2 test,-8.25,"(-9.50, -6.99)"
postest,70,0,0.9835294118808722,5.330544956329723e-4,0.9824846442676344,0.98457417949411,3.816325249116346e-5,71,1,ChAdOx1,Unadjusted,-0.008243401319678267,6.411398970657557e-4,-0.009500012426978866,-0.006986790212377669,positive_test_date,Positive SARS-CoV-2 test,-8.24,"(-9.50, -6.99)"
postest,71,0,0.9834918786319848,5.335520099802882e-4,0.9824461359085446,0.9845376213554251,3.816325249125756e-5,72,1,ChAdOx1,Unadjusted,-0.00824146107963053,6.416767067846601e-4,-0.009499124314646732,-0.006983797844614328,positive_test_date,Positive SARS-CoV-2 test,-8.24,"(-9.50, -6.98)"
postest,72,0,0.9834543468154338,5.341048975338387e-4,0.982407520452301,0.9845011731785666,3.816325249119847e-5,73,1,ChAdOx1,Unadjusted,-0.008239520972954217,6.42272265008474e-4,-0.00949835148063979,-0.006980690465268643,positive_test_date,Positive SARS-CoV-2 test,-8.24,"(-9.50, -6.98)"
postest,73,0,0.9834168164311642,5.347129865289562e-4,0.9823687982355016,0.9844648346268268,3.816325249121409e-5,74,1,ChAdOx1,Unadjusted,-0.008237580999641891,6.429264084782217e-4,-0.009497693604968892,-0.00697746839431489,positive_test_date,Positive SARS-CoV-2 test,-8.24,"(-9.50, -6.98)"
postest,74,0,0.9833792874791215,5.353760888702794e-4,0.9823299696267519,0.9844286053314911,3.8163252491193643e-5,75,1,ChAdOx1,Unadjusted,-0.008235641159686335,6.436389585704365e-4,-0.00949715033753126,-0.006974131981841412,positive_test_date,Positive SARS-CoV-2 test,-8.24,"(-9.50, -6.97)"
postest,75,0,0.9833417599592511,5.360940004133357e-4,0.9822910350261129,0.9843924848923893,3.816325249113925e-5,76,1,ChAdOx1,Unadjusted,-0.008233701453080444,6.444097215331715e-4,-0.009496721298572946,-0.006970681607587943,positive_test_date,Positive SARS-CoV-2 test,-8.23,"(-9.50, -6.97)"
postest,76,0,0.9833042338714982,5.368665012856208e-4,0.9822519948644723,0.9843564728785241,3.816325249116594e-5,77,1,ChAdOx1,Unadjusted,-0.008231761879816779,6.452384887579132e-4,-0.009496406079221342,-0.006967117680412217,positive_test_date,Positive SARS-CoV-2 test,-8.23,"(-9.50, -6.97)"
postest,77,0,0.9832667092158082,5.376933562008446e-4,0.9822128496029281,0.9843205688286882,3.816325249127585e-5,78,1,ChAdOx1,Unadjusted,-0.008229822439888013,6.461250370415765e-4,-0.009496204241999111,-0.006963440637776914,positive_test_date,Positive SARS-CoV-2 test,-8.23,"(-9.50, -6.96)"
postest,78,0,0.9832291859921265,5.385743148167513e-4,0.9821735997320873,0.9842847722521657,3.8163252491132345e-5,79,1,ChAdOx1,Unadjusted,-0.008227883133287262,6.47069128888395e-4,-0.009496115321416221,-0.006959650945158302,positive_test_date,Positive SARS-CoV-2 test,-8.23,"(-9.50, -6.96)"
postest,79,0,0.9831916642003984,5.395091120952727e-4,0.9821342457713604,0.9842490826294363,3.816325249118921e-5,80,1,ChAdOx1,Unadjusted,-0.008225943960006976,6.480705128124497e-4,-0.009496138824561781,-0.006955749095452171,positive_test_date,Positive SARS-CoV-2 test,-8.23,"(-9.50, -6.96)"
postest,80,0,0.9831541438405692,5.40497468693205e-4,0.9820947882681954,0.984213499412943,3.816325249122274e-5,81,1,ChAdOx1,Unadjusted,-0.008224004920039829,6.491289236680863e-4,-0.009496274231752528,-0.0069517356083271305,positive_test_date,Positive SARS-CoV-2 test,-8.22,"(-9.50, -6.95)"
postest,81,0,0.9831166249125843,5.415390913600015e-4,0.9820552277972981,0.9841780220278705,3.8163252491235046e-5,82,1,ChAdOx1,Unadjusted,-0.008222066013378826,6.502440829859171e-4,-0.009496520997191497,-0.0069476110295661545,positive_test_date,Positive SARS-CoV-2 test,-8.22,"(-9.50, -6.95)"
postest,82,0,0.9830791074163893,5.426336733514837e-4,0.9820155649598217,0.9841426498729569,3.816325249111532e-5,83,1,ChAdOx1,Unadjusted,-0.00822012724001664,6.514156993221499e-4,-0.009496878549652026,-0.006943375930381253,positive_test_date,Positive SARS-CoV-2 test,-8.22,"(-9.50, -6.94)"
postest,83,0,0.9830415913519291,5.437808948606347e-4,0.9819758003825213,0.984107382321337,3.816325249120448e-5,84,1,ChAdOx1,Unadjusted,-0.008218188599945941,6.526434686242833e-4,-0.009497346293194833,-0.00693903090669705,positive_test_date,Positive SARS-CoV-2 test,-8.22,"(-9.50, -6.94)"
postest,84,0,0.9830040767191494,5.449804234578652e-4,0.9819359347168926,0.9840722187214062,3.816325249127879e-5,85,1,ChAdOx1,Unadjusted,-0.008216250093159405,6.539270746050684e-4,-0.009497923607900976,-0.006934576578417834,positive_test_date,Positive SARS-CoV-2 test,-8.22,"(-9.50, -6.93)"
postest,85,0,0.9829855556519508,5.450302666644104e-4,0.9819173159588043,0.9840537953450973,1.8841647358988685e-5,86,1,ChAdOx1,Unadjusted,-0.00820626297578464,6.539763679583203e-4,-0.00948803310372326,-0.006924492847846018,positive_test_date,Positive SARS-CoV-2 test,-8.21,"(-9.49, -6.92)"
postest,86,0,0.982967034933713,5.451005027475543e-4,0.9818986575803731,0.9840354122870528,1.8841647359082977e-5,87,1,ChAdOx1,Unadjusted,-0.00819627613265872,6.540449131597706e-4,-0.009478180606723497,-0.006914371658593942,positive_test_date,Positive SARS-CoV-2 test,-8.20,"(-9.48, -6.91)"
