outcome,tstop,model,survival,survivalse,survival.ll,survival.ul,haz,lead_tstop,vax1_az,vax1_az_descr,model_name,outcome_var,outcome_descr,inc_format,inc_CI
postest,12,0,0.9863114664422303,2.4259087637624002e-4,0.9858359970615549,0.9867869358229058,0.0012223182070112816,13,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,13.7,"(13.2, 14.2)"
postest,13,0,0.9851073517902765,2.61530758527865e-4,0.9845947609227125,0.9856199426578406,0.0012223182070111597,14,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,14.9,"(14.4, 15.4)"
postest,14,0,0.9839047071527596,2.82166409229282e-4,0.9833516711530232,0.9844577431524959,0.0012223182070113196,15,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,16.1,"(15.5, 16.6)"
postest,15,0,0.9834811406594715,2.831520802004299e-4,0.9829261727801311,0.9840361085388118,4.3068084966438417e-4,16,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,16.5,"(16.0, 17.1)"
postest,16,0,0.9830577565096287,2.8515325291999784e-4,0.982498866403831,0.9836166466154264,4.3068084966443074e-4,17,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,16.9,"(16.4, 17.5)"
postest,17,0,0.9826345546247333,2.881487704031269e-4,0.9820697934125536,0.9831993158369129,4.3068084966444017e-4,18,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,17.4,"(16.8, 17.9)"
postest,18,0,0.9822115349263211,2.9210804375000917e-4,0.9816390136809766,0.9827840561716655,4.3068084966434243e-4,19,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,17.8,"(17.2, 18.4)"
postest,19,0,0.9817886973359614,2.9699253133167895e-4,0.9812066026708739,0.9823707920010489,4.306808496645049e-4,20,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,18.2,"(17.6, 18.8)"
postest,20,0,0.9813660417752579,3.0275745608444366e-4,0.9807726480652814,0.9819594354852343,4.306808496643756e-4,21,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,18.6,"(18.0, 19.2)"
postest,21,0,0.9809435681658474,3.0935360005547954e-4,0.9803372462512508,0.9815498900804439,4.3068084966440553e-4,22,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,19.1,"(18.5, 19.7)"
postest,22,0,0.9807217671180101,3.098685383185275e-4,0.9801144359429637,0.9813290982930565,2.2616103289835706e-4,23,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,19.3,"(18.7, 19.9)"
postest,23,0,0.9805000162215847,3.108712935505596e-4,0.9798907196823982,0.9811093127607712,2.2616103289822395e-4,24,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,19.5,"(18.9, 20.1)"
postest,24,0,0.9802783154652313,3.123571676920155e-4,0.979666106666242,0.9808905242642205,2.2616103289829328e-4,25,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,19.7,"(19.1, 20.3)"
postest,25,0,0.9800566648376127,3.1431930930982983e-4,0.9794406103117199,0.9806727193635054,2.261610328983494e-4,26,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,19.9,"(19.3, 20.6)"
postest,26,0,0.9798350643273944,3.1674886762634306e-4,0.9792142479547029,0.9804558807000859,2.2616103289828905e-4,27,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,20.2,"(19.5, 20.8)"
postest,27,0,0.9796135139232445,3.196351842669398e-4,0.9789870404738894,0.9802399873725995,2.2616103289823506e-4,28,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,20.4,"(19.8, 21.0)"
postest,28,0,0.9793920136138332,3.2296601344692277e-4,0.9787590118592467,0.9800250153684197,2.2616103289830976e-4,29,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,20.6,"(20.0, 21.2)"
postest,29,0,0.9792338701341092,3.232507060192424e-4,0.9786003103923344,0.979867429875884,1.6149715052475052e-4,30,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,20.8,"(20.1, 21.4)"
postest,30,0,0.9790757521899827,3.237035119533673e-4,0.9784413049648849,0.9797101994150804,1.6149715052475962e-4,31,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,20.9,"(20.3, 21.6)"
postest,31,0,0.9789176597773304,3.24323727114651e-4,0.9782819969528539,0.9795533226018068,1.6149715052465218e-4,32,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.1,"(20.4, 21.7)"
postest,32,0,0.9787595928920295,3.2511039339968754e-4,0.9781223882299664,0.9793967975540926,1.6149715052476816e-4,33,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.2,"(20.6, 21.9)"
postest,33,0,0.9786015515299583,3.260623060598407e-4,0.9779624811533649,0.9792406219065517,1.614971505247668e-4,34,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.4,"(20.8, 22.0)"
postest,34,0,0.9784435356869956,3.271780227611343e-4,0.9778022785458508,0.9790847928281404,1.6149715052464744e-4,35,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.6,"(20.9, 22.2)"
postest,35,0,0.9782855453590206,3.2845587425407794e-4,0.977641783674972,0.9789293070430691,1.6149715052474987e-4,36,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.7,"(21.1, 22.4)"
postest,36,0,0.9781275805419134,3.298939764465148e-4,0.9774810002293616,0.9787741608544652,1.6149715052473284e-4,37,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,21.9,"(21.2, 22.5)"
postest,37,0,0.9779696412315548,3.314902436985038e-4,0.9773199322926793,0.9786193501704303,1.6149715052470894e-4,38,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.0,"(21.4, 22.7)"
postest,38,0,0.9778117274238263,3.3324240313758964e-4,0.977158584315555,0.9784648705320975,1.6149715052467712e-4,39,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.2,"(21.5, 22.8)"
postest,39,0,0.9776538391146097,3.351480097494532e-4,0.9769969610860104,0.9783107171432089,1.6149715052474984e-4,40,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.3,"(21.7, 23.0)"
postest,40,0,0.9774959762997879,3.3720446206763526e-4,0.9768350676987091,0.9781568849008667,1.6149715052469877e-4,41,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.5,"(21.8, 23.2)"
postest,41,0,0.9773381389752442,3.394090182158151e-4,0.9766729095235132,0.9780033684269753,1.6149715052474968e-4,42,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.7,"(22.0, 23.3)"
postest,42,0,0.9771803271368629,3.4175881212273056e-4,0.9765104921737031,0.9778501621000226,1.614971505246739e-4,43,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.8,"(22.1, 23.5)"
postest,43,0,0.9771019247812567,3.418899168653253e-4,0.9764318328575232,0.9777720167049901,8.023969006482152e-5,44,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,22.9,"(22.2, 23.6)"
postest,44,0,0.9770235287161264,3.4207377114051524e-4,0.9763530764446352,0.9776939809876176,8.023969006487311e-5,45,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.0,"(22.3, 23.6)"
postest,45,0,0.9769451389409675,3.423102899542763e-4,0.9762742231011197,0.9776160547808153,8.023969006481317e-5,46,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.1,"(22.4, 23.7)"
postest,46,0,0.9768667554552751,3.425993642332691e-4,0.9761952730402516,0.9775382378702987,8.023969006479676e-5,47,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.1,"(22.5, 23.8)"
postest,47,0,0.9767883782585447,3.4294086107696604e-4,0.9761162265220067,0.9774605299950827,8.023969006486536e-5,48,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.2,"(22.5, 23.9)"
postest,48,0,0.9767100073502717,3.4333462405782396e-4,0.9760370838524728,0.9773829308480706,8.023969006483308e-5,49,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.3,"(22.6, 24.0)"
postest,49,0,0.9766316427299515,3.437804735817474e-4,0.9759578453831431,0.9773054400767599,8.023969006485503e-5,50,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.4,"(22.7, 24.0)"
postest,50,0,0.9765532843970797,3.442782072875901e-4,0.9758785115101339,0.9772280572840254,8.023969006485902e-5,51,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.4,"(22.8, 24.1)"
postest,51,0,0.9764749323511518,3.448276005024049e-4,0.9757990826732917,0.9771507820290118,8.023969006477275e-5,52,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.5,"(22.8, 24.2)"
postest,52,0,0.9763965865916633,3.4542840673846734e-4,0.9757195593552188,0.9770736138281078,8.023969006486513e-5,53,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.6,"(22.9, 24.3)"
postest,53,0,0.9763182471181099,3.4608035823098754e-4,0.9756399420802204,0.9769965521559993,8.023969006483645e-5,54,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.7,"(23.0, 24.4)"
postest,54,0,0.9762399139299872,3.4678316652200824e-4,0.9755602314131593,0.9769195964468151,8.023969006484189e-5,55,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.8,"(23.1, 24.4)"
postest,55,0,0.976161587026791,3.4753652307427434e-4,0.9754804279582532,0.9768427460953288,8.023969006480916e-5,56,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.8,"(23.2, 24.5)"
postest,56,0,0.976083266408017,3.4834009992582303e-4,0.9754005323577913,0.9767660004582427,8.023969006477972e-5,57,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,23.9,"(23.2, 24.6)"
postest,57,0,0.9760049520731608,3.491935503705045e-4,0.975320545290801,0.9766893588555207,8.023969006490877e-5,58,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.0,"(23.3, 24.7)"
postest,58,0,0.9759266440217186,3.5009650966955243e-4,0.975240467471653,0.9766128205717841,8.023969006478276e-5,59,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.1,"(23.4, 24.8)"
postest,59,0,0.9758483422531858,3.510485957856929e-4,0.9751602996486225,0.9765363848577492,8.023969006489816e-5,60,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.2,"(23.5, 24.8)"
postest,60,0,0.9757700467670587,3.520494101420127e-4,0.9750800426024018,0.9764600509317156,8.023969006484136e-5,61,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.2,"(23.5, 24.9)"
postest,61,0,0.9756917575628331,3.530985383968042e-4,0.9749996971445817,0.9763838179810845,8.023969006476755e-5,62,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.3,"(23.6, 25.0)"
postest,62,0,0.9756134746400049,3.5419555123155684e-4,0.9749192641161067,0.9763076851639031,8.0239690064832e-5,63,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.4,"(23.7, 25.1)"
postest,63,0,0.9755351979980702,3.553400051569817e-4,0.9748387443856963,0.9762316516104441,8.023969006484858e-5,64,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.5,"(23.8, 25.2)"
postest,64,0,0.9754995958951489,3.554007952109278e-4,0.9748030231364586,0.9761961686538392,3.64962764424689e-5,65,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.5,"(23.8, 25.2)"
postest,65,0,0.9754639950915244,3.554846367722624e-4,0.9747672580063934,0.9761607321766553,3.649627644245801e-5,66,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.5,"(23.8, 25.2)"
postest,66,0,0.9754283955871492,3.5559151353603893e-4,0.9747314490274105,0.976125342146888,3.64962764424356e-5,67,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.6,"(23.9, 25.3)"
postest,67,0,0.975392797381976,3.5572140473810423e-4,0.9746955962401593,0.9760899985237927,3.649627644240343e-5,68,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.6,"(23.9, 25.3)"
postest,68,0,0.9753572004759573,3.558742851789591e-4,0.9746596996939826,0.976054701257932,3.6496276442477116e-5,69,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.6,"(23.9, 25.3)"
postest,69,0,0.9753216048690457,3.560501252446887e-4,0.9746237594468752,0.9760194502912163,3.649627644243077e-5,70,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.7,"(24.0, 25.4)"
postest,70,0,0.9752860105611939,3.5624889093925573e-4,0.9745877755654206,0.9759842455569672,3.649627644237999e-5,71,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.7,"(24.0, 25.4)"
postest,71,0,0.9752504175523543,3.5647054391070923e-4,0.9745517481247399,0.9759490869799687,3.64962764424404e-5,72,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.7,"(24.1, 25.4)"
postest,72,0,0.9752148258424795,3.567150414968189e-4,0.974515677208402,0.975913974476557,3.649627644249993e-5,73,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.8,"(24.1, 25.5)"
postest,73,0,0.9751792354315223,3.5698233675721716e-4,0.9744795629083612,0.97587890795468335,3.6496276442446514e-5,74,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.8,"(24.1, 25.5)"
postest,74,0,0.9751436463194352,3.572723785234096e-4,0.9744434053248583,0.9758438873140121,3.649627644239575e-5,75,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.9,"(24.2, 25.6)"
postest,75,0,0.9751080585061707,3.575851114461606e-4,0.9744072045663285,0.9758089124460129,3.64962764424633e-5,76,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.9,"(24.2, 25.6)"
postest,76,0,0.9750724719916815,3.579204760458046e-4,0.9743709607493023,0.9757739832340606,3.64962764424232e-5,77,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,24.9,"(24.2, 25.6)"
postest,77,0,0.9750368867759202,3.5827840876910224e-4,0.9743346739982944,0.9757390995535459,3.6496276442391084e-5,78,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.0,"(24.3, 25.7)"
postest,78,0,0.9750013028588392,3.586588420496434e-4,0.9742983444456851,0.9757042612719934,3.6496276442482604e-5,79,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.0,"(24.3, 25.7)"
postest,79,0,0.9749657202403914,3.5906170436723954e-4,0.974261972231604,0.9756694682491788,3.64962764424718e-5,80,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.0,"(24.3, 25.7)"
postest,80,0,0.9749301389205294,3.5948692031758923e-4,0.9742255575037937,0.9756347203372651,3.6496276442360435e-5,81,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.1,"(24.4, 25.8)"
postest,81,0,0.9748945588992055,3.599344106747769e-4,0.9741891004174863,0.9756000173809247,3.649627644249191e-5,82,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.1,"(24.4, 25.8)"
postest,82,0,0.9748589801763726,3.604040924694641e-4,0.9741526011352516,0.9755653592174937,3.649627644241249e-5,83,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.1,"(24.4, 25.8)"
postest,83,0,0.9748234027519832,3.6089587906066017e-4,0.9741160598268553,0.9755307456771111,3.649627644246559e-5,84,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.5, 25.9)"
postest,84,0,0.97478782662599,3.614096802101403e-4,0.974079476669114,0.9754961765828659,3.6496276442425216e-5,85,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.5, 25.9)"
postest,85,0,0.9747792926761661,3.6142371016335384e-4,0.9740709152210871,0.9754876701312452,8.754750832240992e-6,86,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.5, 25.9)"
postest,86,0,0.9747707588010542,3.6144182150821345e-4,0.9740623458483916,0.9754791717537169,8.754750832289113e-6,87,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.5, 25.9)"
postest,87,0,0.9747622250006537,3.614640136313997e-4,0.9740537685522288,0.9754706814490786,8.754750832235706e-6,88,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.5, 25.9)"
postest,88,0,0.9747536912749638,3.614902857821134e-4,0.9740451833340698,0.9754621992158579,8.754750832194671e-6,89,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.2,"(24.5, 26.0)"
postest,89,0,0.9747451576239838,3.6152063707016994e-4,0.9740365901956584,0.9754537250523093,8.754750832279913e-6,90,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.5, 26.0)"
postest,90,0,0.9747366240477132,3.6155506646824487e-4,0.9740279891390075,0.975445258956419,8.754750832263642e-6,91,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,91,0,0.9747280905461513,3.615935728119363e-4,0.9740193801663988,0.9754368009259038,8.75475083225976e-6,92,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,92,0,0.9747195571192974,3.6163615479865163e-4,0.9740107632803845,0.9754283509582102,8.754750832268278e-6,93,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,93,0,0.9747110237671509,3.616828109890966e-4,0.974002138483785,0.9754199090505168,8.754750832175294e-6,94,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,94,0,0.974702490489711,3.617335398062298e-4,0.9739935057796907,0.9754114751997314,8.754750832322526e-6,95,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,95,0,0.9746939572869773,3.617883395368456e-4,0.9739848651714585,0.975403049402496,8.754750832254366e-6,96,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,96,0,0.974685424158949,3.618472083328503e-4,0.9739762166627103,0.9753946316551877,8.754750832198625e-6,97,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,97,0,0.9746768911056254,3.6191014420633894e-4,0.9739675602573412,0.9753862219539096,8.754750832269218e-6,98,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,98,0,0.9746683581270059,3.6197714503808894e-4,0.9739588959595046,0.9753778202945073,8.754750832238337e-6,99,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,99,0,0.9746598252230898,3.6204820857015454e-4,0.9739502237736251,0.9753694266725546,8.754750832333803e-6,100,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.0)"
postest,100,0,0.9746512923938766,3.6212333241019367e-4,0.973941543704391,0.9753610410833622,8.754750832213897e-6,101,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.3,"(24.6, 26.1)"
postest,101,0,0.9746427596393655,3.622025140330485e-4,0.9739328557567509,0.9753526635219801,8.75475083222035e-6,102,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.6, 26.1)"
postest,102,0,0.9746342269595559,3.6228575077753574e-4,0.9739241599359199,0.975344293983192,8.754750832239259e-6,103,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,103,0,0.9746256943544471,3.623730398497057e-4,0.9739154562473734,0.9753359324615208,8.754750832270631e-6,104,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,104,0,0.9746171618240385,3.624643783209184e-4,0.9739067446968508,0.9753275789512261,8.754750832314475e-6,105,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,105,0,0.9746086293683294,3.625597631316779e-4,0.9738980252903479,0.9753192334463109,8.754750832256879e-6,106,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,106,0,0.9746000969873192,3.6265919108883506e-4,0.9738892980341226,0.9753108959405158,8.75475083221176e-6,107,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,107,0,0.9745915646810072,3.627626588677404e-4,0.9738805629346904,0.9753025664273239,8.754750832293047e-6,108,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,108,0,0.9745830324493928,3.6287016301227387e-4,0.9738718199988246,0.9752942448999611,8.75475083215899e-6,109,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,109,0,0.9745745002924753,3.629816999377815e-4,0.9738630692335501,0.9752859313514004,8.75475083226527e-6,110,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,110,0,0.974565968210254,3.6309726592589166e-4,0.9738543106461542,0.9752776257743537,8.754750832270135e-6,111,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.1)"
postest,111,0,0.9745574362027283,3.6321685713184215e-4,0.973845544244172,0.9752693281612845,8.754750832287511e-6,112,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.4,"(24.7, 26.2)"
postest,112,0,0.9745489042698976,3.6334046958172786e-4,0.9738367700353915,0.9752610385044037,8.754750832203482e-6,113,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.7, 26.2)"
postest,113,0,0.9745368889364817,3.633604654499048e-4,0.9738247155107942,0.9752490623621692,1.2329275117532754e-5,114,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,114,0,0.9745248737512044,3.6338653113745237e-4,0.973812649237708,0.9752370982647008,1.2329275117442848e-5,115,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,115,0,0.9745128587140638,3.6341866533648595e-4,0.9738005712186947,0.9752251462094329,1.2329275117529422e-5,116,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,116,0,0.9745008438250581,3.6345686643785897e-4,0.9737884814569061,0.9752132061932101,1.232927511745072e-5,117,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,117,0,0.9744888290841853,3.635011325292622e-4,0.9737763799560885,0.9752012782122822,1.2329275117548551e-5,118,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,118,0,0.9744768144914439,3.635514613943027e-4,0.9737642667205841,0.9751893622623036,1.232927511748115e-5,119,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,119,0,0.9744648000468318,3.636078505172249e-4,0.973752141755322,0.9751774583383416,1.2329275117476398e-5,120,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.2)"
postest,120,0,0.9744527857503473,3.6367029707740377e-4,0.9737400050658286,0.9751655664348661,1.2329275117420385e-5,121,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.5,"(24.8, 26.3)"
postest,121,0,0.9744407716019885,3.6373879795562297e-4,0.9737278566582156,0.9751536865457614,1.2329275117541008e-5,122,0,BNT162b2,Unadjusted,positive_test_date,Positive SARS-CoV-2 test,25.6,"(24.8, 26.3)"
