model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model_name,outcome,pw,term_left,term_right,term_midpoint
2,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2453560.624359993,84,-2.093210126133757,1.3058852138518062,-1.6029051435230488,0.10895559794545503,-4.652698113226683,0.46627786095916957,0.12329072112136362,0.009535838417972911,1.5940498620421402,Adjusting for time + demographics,covidadmitted,8-14,7,13,10.5
2,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2441634.428799993,35,0.6676851297813101,1.1733636777546865,0.569035110289908,0.5693323131100099,-1.6320654193853366,2.967435678947957,1.9497187468358854,0.1955253150123655,19.44200008844321,Adjusting for time + demographics,covidadmitted,15-21,14,20,17.5
2,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2421602.345239993,12,1.0897808177451316,1.2577852315737486,0.8664283777458502,0.386255287477201,-1.3754329364257865,3.5549945719160494,2.973622235903368,0.25273015602578425,34.98763005138499,Adjusting for time + demographics,covidadmitted,22-28,21,27,24.5
2,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2370806.230199993,2,-18.23386491462148,2.9180973583595495,-6.248545773288356,4.142918171275881e-10,-23.95323064038767,-12.514499188855293,1.2054052643116143e-8,3.955889110073066e-11,3.6730095581554754e-6,Adjusting for time + demographics,covidadmitted,29-35,28,34,31.5
2,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12514927.549160203,16,0.75512230542409,1.215196583071016,0.6213992994580043,0.5343369328712053,-1.6266192315312367,3.136863842379417,2.127871757698672,0.19659308761397956,23.031522990789362,Adjusting for time + demographics,covidadmitted,36+,35,41,38.5
3,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24667500.92131951,155,0.2119139484171731,1.1031974786060375,0.19209067508470043,0.8476711791016203,-1.9503133774860568,2.374141274320403,1.2360415171730132,0.14222949308094354,10.741784977788583,Adjusting for time + demographics + clinical,covidadmitted,1-7,0,6,3.5
3,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2453560.624359993,84,-2.093339738098455,1.3057344180085946,-1.6031895224842547,0.10889281798033376,-4.652532170769668,0.4658526945727579,0.1232747422043218,0.009537420949730665,1.5933722696774915,Adjusting for time + demographics + clinical,covidadmitted,8-14,7,13,10.5
3,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2441634.428799993,35,0.6642044993767817,1.1719485439779205,0.5667522714967385,0.570882501757185,-1.6327724385540974,2.961181437307661,1.942944293009605,0.19538712372437508,19.320784572600004,Adjusting for time + demographics + clinical,covidadmitted,15-21,14,20,17.5
3,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2421602.345239993,12,1.0816093823657915,1.2564104709753638,0.8608726267030611,0.3893081993291219,-1.3809098905449282,3.544128655276511,2.949422481978876,0.2513497482224854,34.60951538134154,Adjusting for time + demographics + clinical,covidadmitted,22-28,21,27,24.5
3,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2370806.230199993,2,-18.398841845314028,2.97250061630648,-6.189684787408304,6.028464427131485e-10,-24.22483599729784,-12.572847693330214,1.022079112869575e-8,3.0150005893044575e-11,3.46482755814403e-6,Adjusting for time + demographics + clinical,covidadmitted,29-35,28,34,31.5
3,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12514927.549160203,16,0.7470197619465075,1.2117488522334146,0.6164806845656595,0.5375773161980262,-1.6279643467387324,3.1220038706317474,2.1107002446767327,0.19632882503379412,22.691805556884322,Adjusting for time + demographics + clinical,covidadmitted,36+,35,41,38.5
