model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome,term_left,term_right,term_midpoint
1,29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-13.561814825312469,1172.0936674227992,1.3362438500554175,-10.149206542466052,3.340683909289625e-24,-16.180804645984228,-10.94282500464071,NA,Adjusting for time,covidadmitted,28,34,31.5
1,36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.7755744782816743,1.227007126680263,1.2235490332072596,0.6338728217934018,0.5261638237446716,-1.6225375601233567,3.173686516686705,NA,Adjusting for time,covidadmitted,35,41,38.5
2,1-7,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,0.22958430916816003,1.113719360020393,1.110895894291812,0.20666590843286747,0.8362707837091261,-1.947731634217206,2.406900252553526,NA,Adjusting for time + demographics,covidadmitted,0,6,3.5
2,8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-2.07772839648775,1.323205946134785,1.3117133866981188,-1.5839804774104391,0.11319816182434332,-4.648639392455124,0.49318259947962284,NA,Adjusting for time + demographics,covidadmitted,7,13,10.5
2,15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.7918159953960413,1.178737703733771,1.1814635306319277,0.6701992696909771,0.5027307693687947,-1.5238099736900712,3.107441964482154,NA,Adjusting for time + demographics,covidadmitted,14,20,17.5
2,22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.0761874498932968,1.2666100059442174,1.268055455640346,0.848691155506161,0.3960531689401227,-1.4091555735613088,3.5615304733479025,NA,Adjusting for time + demographics,covidadmitted,21,27,24.5
2,29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-13.59148149332632,1192.0710514714733,1.336824853973145,-10.16698743513887,2.7838573224622e-24,-16.211610060751703,-10.97135292590094,NA,Adjusting for time + demographics,covidadmitted,28,34,31.5
2,36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.7555482454240383,1.2293783541137966,1.21986913696917,0.6193682769130779,0.5356737745852995,-1.6353513288874926,3.1464478197355694,NA,Adjusting for time + demographics,covidadmitted,35,41,38.5
3,1-7,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,0.19436371747682404,1.112247437235585,1.1060058230894179,0.17573480484388934,0.8605022904899053,-1.973367862470013,2.3620952974236613,NA,Adjusting for time + demographics + clinical,covidadmitted,0,6,3.5
3,8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-2.079617247613639,1.3219411761588158,1.3076136036762311,-1.590391260665225,0.11174663902259115,-4.642492816513684,0.4832583212864052,NA,Adjusting for time + demographics + clinical,covidadmitted,7,13,10.5
3,15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.7971591607077207,1.1773389075441878,1.177219110064443,0.6771544514462418,0.49830796375774566,-1.510147896930881,3.1044662183463223,NA,Adjusting for time + demographics + clinical,covidadmitted,14,20,17.5
3,22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.086588152313001,1.2653723220045259,1.2647648481651173,0.8591226692372027,0.39027284166695725,-1.392305399002898,3.5654817036289,NA,Adjusting for time + demographics + clinical,covidadmitted,21,27,24.5
3,29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-14.575520750065982,1942.569543364723,1.333033109367977,-10.934102572273382,7.918555882330292e-28,-17.18821763462666,-11.962823865505305,NA,Adjusting for time + demographics + clinical,covidadmitted,28,34,31.5
3,36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.7506918976893128,1.2282751419698787,1.215634251590777,0.6175310515535068,0.5368845064742674,-1.6319074538019125,3.1332912491805383,NA,Adjusting for time + demographics + clinical,covidadmitted,35,41,38.5
