term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome
imd_Q55 least deprived,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,NA,0,0,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,coviddeath
ethnicity_combinedWhite,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,TRUE,White,1,NA,NA,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,coviddeath
ethnicity_combinedBlack,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Black,2.0240955531454596e-9,97373.48486502928,1.1356499849877297,-17.627035742707058,1.527693015470459e-69,2.1855663274704523e-10,1.8745543234119094e-8,NA,3 adjusting for time + demographics + clinical,coviddeath
ethnicity_combinedSouth Asian,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,9.187275712852104e-9,55405.78433337636,2.113727859357394,-8.75488597218847,2.043099408295484e-18,1.458741485228715e-10,5.786222979099562e-7,NA,3 adjusting for time + demographics + clinical,coviddeath
ethnicity_combinedMixed,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,126.99927411583771,3.271805804003494,0.8427701645379809,5.747926984902917,9.034423404825247e-9,24.3463563329081,662.4734890678052,NA,3 adjusting for time + demographics + clinical,coviddeath
ethnicity_combinedOther,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Other,4.087383896974502e-9,132365.439438045,1.2885500985117628,-14.989995909235526,8.535848397640005e-51,3.27061630309645e-10,5.1081220091239137e-8,NA,3 adjusting for time + demographics + clinical,coviddeath
bmiNot obese,bmi,bmi,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,1,NA,NA,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,coviddeath
bmiObese I (30-34.9),bmi,bmi,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),2.704296825150758e-9,42775.39159965805,0.6631315499228196,-29.75039253443979,1.7139826969670415e-194,7.372177100395284e-10,9.920029346728996e-9,NA,3 adjusting for time + demographics + clinical,coviddeath
bmiObese II (35-39.9),bmi,bmi,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),0.80831142873608,95871.50599217018,1.0551004104192196,-0.2016944179105267,0.840155626782261,0.10220581877963925,6.392663095181057,NA,3 adjusting for time + demographics + clinical,coviddeath
bmiObese III (40+),bmi,bmi,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),0.2511138619377084,115581.47727319924,0.9497468560396555,-1.4549653949421826,0.1456788419158922,0.03903414739314713,1.6154617397469018,NA,3 adjusting for time + demographics + clinical,coviddeath
prior_covid_infection,prior_covid_infection,prior_covid_infection,numeric,continuous,NA,NA,NA,NA,prior_covid_infection,5.062758003236214e-10,47067.4645383067,1.9044007334463635,-11.239199376104953,2.617453439759464e-29,1.2115973803695623e-11,2.1155145277314974e-8,NA,3 adjusting for time + demographics + clinical,coviddeath
psychosis_schiz_bipolar,psychosis_schiz_bipolar,psychosis_schiz_bipolar,numeric,continuous,NA,NA,NA,NA,psychosis_schiz_bipolar,72.35012512759812,140809.6444547005,1.535082580479573,2.7891119585335575,0.005285279054548209,3.570874813308275,1465.8986605944644,NA,3 adjusting for time + demographics + clinical,coviddeath
multimorb0,multimorb,multimorb,factor,categorical,4,contr.treatment,treatment,TRUE,0,1,NA,NA,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,coviddeath
multimorb1,multimorb,multimorb,factor,categorical,4,contr.treatment,treatment,FALSE,1,1.8049421782517209e-9,60101.16053709548,1.1070573595730515,-18.18581223979998,6.685755556034508e-74,2.061267523959048e-10,1.5804917260690276e-8,NA,3 adjusting for time + demographics + clinical,coviddeath
multimorb2,multimorb,multimorb,factor,categorical,4,contr.treatment,treatment,FALSE,2,1.3417333681702682e-11,148430.9055691819,1.1342989043707101,-22.070438038948957,6.079968347879439e-108,1.4526107128299053e-12,1.2393192583265313e-10,NA,3 adjusting for time + demographics + clinical,coviddeath
multimorb3+,multimorb,multimorb,factor,categorical,4,contr.treatment,treatment,FALSE,3+,2.567740536835048e-10,381667.778309335,1.325270819302371,-16.662876949105268,2.4399980120151477e-62,1.9119589812245333e-11,3.448448177629417e-9,NA,3 adjusting for time + demographics + clinical,coviddeath
vax1_az:strata(timesincevax)1-7,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,NA,0,0,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,coviddeath
vax1_az:strata(timesincevax)8-14,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,NA,0,0,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,coviddeath
vax1_az:strata(timesincevax)15-21,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,6.767638482989772,1.7635331871234128,1.357604517131046,1.4084751347794628,0.15899042475967978,0.4729792532124119,96.83496754957072,NA,3 adjusting for time + demographics + clinical,coviddeath
vax1_az:strata(timesincevax)22-28,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,7478276410.031699,40937.644951710616,0.5098197528599723,44.59471813003426,0,2753227843.8389597,20312382859.988144,NA,3 adjusting for time + demographics + clinical,coviddeath
vax1_az:strata(timesincevax)29-35,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,NA,0,0,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,coviddeath
vax1_az:strata(timesincevax)36+,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,NA,0,0,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,coviddeath
