model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome
1,vax1_az:strata(timesincevax_pw)8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-0.1268360094699911,0.06304699916029556,0.06250902668115645,-2.0290830973413034,0.0424498272051369,-0.24935145047371102,-0.004320568466271185,NA,Adjusting for time,emergency
1,vax1_az:strata(timesincevax_pw)15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.04141972618367993,0.06020554152749586,0.06034299816570852,0.6864048430264734,0.4924578513318144,-0.07685037694027527,0.15968982930763514,NA,Adjusting for time,emergency
1,vax1_az:strata(timesincevax_pw)22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.004187333208526249,0.062441342856311886,0.06208921272656662,0.06744059112114624,0.9462309556856169,-0.11750528756399026,0.12587995398104276,NA,Adjusting for time,emergency
1,vax1_az:strata(timesincevax_pw)29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-0.012770322289386345,0.06253821229395545,0.0626663559863885,-0.20378274894682138,0.8385232743142876,-0.1355941230650738,0.1100534784863011,NA,Adjusting for time,emergency
1,vax1_az:strata(timesincevax_pw)36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.048480039770617635,0.02928097416200327,0.02915994636512839,1.6625558621943708,0.09640137249997727,-0.008672404896153653,0.10563248443738893,NA,Adjusting for time,emergency
1,"strata(region)East of England:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"East of England * ns(calendar_day, 3)1",0.19042561695373122,0.15244696146712144,0.15250340988121008,1.2486646502006742,0.2117877553696826,-0.10847557393299029,0.48932680784045274,NA,Adjusting for time,emergency
1,"strata(region)Midlands:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"Midlands * ns(calendar_day, 3)1",-0.0016785697089074637,0.15127804583191778,0.1537994780984886,-0.010914014336463208,0.9912920493405175,-0.30312000762300184,0.29976286820518694,NA,Adjusting for time,emergency
1,"strata(region)South West:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South West * ns(calendar_day, 3)1",0.08686433399872774,0.18806350970776425,0.1883844886516082,0.461101307334128,0.6447259238407349,-0.2823624790044188,0.45609114700187425,NA,Adjusting for time,emergency
1,"strata(region)North West:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"North West * ns(calendar_day, 3)1",0.03233968106668723,0.18894743865580466,0.189167730891203,0.17095770464829918,0.8642570227176555,-0.3384222585172356,0.40310162065061006,NA,Adjusting for time,emergency
1,"strata(region)London:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"London * ns(calendar_day, 3)1",0.3914628552732561,0.23891265438609888,0.2376583352362073,1.6471665295651563,0.0995238213985698,-0.07433892241545659,0.8572646329619688,NA,Adjusting for time,emergency
1,"strata(region)South East:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South East * ns(calendar_day, 3)1",-0.0312802843243905,0.21520599505497323,0.2122590472560304,-0.14736843837172084,0.8828412160294543,-0.4473003723389954,0.3847398036902144,NA,Adjusting for time,emergency
1,"strata(region)East of England:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"East of England * ns(calendar_day, 3)2",0.198333870005719,0.3756683648507263,0.3892961141034191,0.5094678904321924,0.6104242996850084,-0.5646724929583776,0.9613402329698156,NA,Adjusting for time,emergency
1,"strata(region)Midlands:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"Midlands * ns(calendar_day, 3)2",-4.964751744980259e-4,0.3825688700118386,0.39246253056950536,-0.0012650256669791812,0.9989906558205052,-0.7697089003721783,0.7687159500231823,NA,Adjusting for time,emergency
1,"strata(region)South West:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South West * ns(calendar_day, 3)2",0.2181236580455074,0.47141876360937285,0.47596481591107825,0.4582768531492844,0.6467535515569217,-0.7147502390484427,1.1509975551394576,NA,Adjusting for time,emergency
1,"strata(region)North West:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"North West * ns(calendar_day, 3)2",0.9532885289560419,0.4517981402224008,0.45591272577495795,2.090945207409263,0.03653297597629135,0.059716006343638495,1.8468610515684452,NA,Adjusting for time,emergency
1,"strata(region)London:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"London * ns(calendar_day, 3)2",0.4224007792869062,0.6043816519977406,0.5964546285031387,0.7081859358639941,0.47882979881119053,-0.7466288109914629,1.5914303695652754,NA,Adjusting for time,emergency
1,"strata(region)South East:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South East * ns(calendar_day, 3)2",0.08311429695353942,0.5235217643934404,0.5380530011487175,0.15447232294233906,0.877237332364688,-0.9714502070716349,1.1376788009787138,NA,Adjusting for time,emergency
1,"strata(region)East of England:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"East of England * ns(calendar_day, 3)3",0.18399220117357756,0.15539393159534096,0.15638919340174565,1.1765020150780048,0.239394327662671,-0.12252498546511287,0.490509387812268,NA,Adjusting for time,emergency
1,"strata(region)Midlands:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"Midlands * ns(calendar_day, 3)3",-0.04349810466972783,0.15077749291128104,0.1518530781119667,-0.28644862001187177,0.7745345406226798,-0.34112466871073005,0.25412845937127443,NA,Adjusting for time,emergency
1,"strata(region)South West:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South West * ns(calendar_day, 3)3",0.08619600974634015,0.19170415057991186,0.19374954157801752,0.44488368356542113,0.6564038145923365,-0.2935461137677199,0.4659381332604001,NA,Adjusting for time,emergency
1,"strata(region)North West:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"North West * ns(calendar_day, 3)3",0.6015186284184728,0.18009887228476382,0.17923850474521313,3.3559676771100566,7.908781152961938e-4,0.2502176144750436,0.952819642361902,NA,Adjusting for time,emergency
1,"strata(region)London:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"London * ns(calendar_day, 3)3",0.21880974364080572,0.23440793391298098,0.2320901876533754,0.9427789509464143,0.3457939803756048,-0.23607866532495272,0.6736981526065642,NA,Adjusting for time,emergency
1,"strata(region)South East:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South East * ns(calendar_day, 3)3",-0.03144602501678445,0.2203422012288023,0.21625984728109598,-0.1454085231823488,0.8843883356590523,-0.4553075369898648,0.3924154869562959,NA,Adjusting for time,emergency
2,"ns(calendar_day, 3)1","ns(calendar_day, 3)","ns(calendar_day, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(calendar_day, 3)1",0.10844108601530815,0.11228861486138272,0.11291846227053334,0.9603485899011079,0.3368798029373983,-0.1128750332245821,0.3297572052551984,NA,Adjusting for time + demographics,emergency
2,"ns(calendar_day, 3)2","ns(calendar_day, 3)","ns(calendar_day, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(calendar_day, 3)2",-0.04321217096942351,0.2770080770184381,0.28519227630325855,-0.15151942938129903,0.8795659853470555,-0.6021787611928061,0.515754419253959,NA,Adjusting for time + demographics,emergency
2,"ns(calendar_day, 3)3","ns(calendar_day, 3)","ns(calendar_day, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(calendar_day, 3)3",0.2834521853496749,0.11358155890221484,0.11411666308783185,2.4838807732356414,0.012995931150337989,0.05978763566163317,0.5071167350377167,NA,Adjusting for time + demographics,emergency
2,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2","age, degree = 2",nmatrix.2,continuous,NA,NA,NA,NA,"age, degree = 2",-0.06723732049017607,0.005089161739619799,0.005126681390314847,-13.115174392775517,2.6956144296302536e-39,-0.0772854313754049,-0.057189209604947236,NA,Adjusting for time + demographics,emergency
2,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2","age, degree = 2",nmatrix.2,continuous,NA,NA,NA,NA,"age, degree = 2²",7.003612808876194e-4,6.042158564982225e-5,6.04882479125329e-5,11.578468629151807,5.298407779792834e-31,5.818064934911248e-4,8.18916068284114e-4,NA,Adjusting for time + demographics,emergency
2,sexFemale,sex,sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,0,NA,NA,NA,NA,NA,NA,NA,Adjusting for time + demographics,emergency
2,sexMale,sex,sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,-0.08816755839474742,0.021290560854881107,0.021308853879650723,-4.1376020921962695,3.5095430804052623e-5,-0.12993214455068944,-0.046402972238805414,NA,Adjusting for time + demographics,emergency
2,imd_Q51 most deprived,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,0,NA,NA,NA,NA,NA,NA,NA,Adjusting for time + demographics,emergency
2,imd_Q52,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,2,-0.11299321720834855,0.026628147839162664,0.026673041695148503,-4.236232916356916,2.2730099876130638e-5,-0.1652714182889748,-0.06071501612772231,NA,Adjusting for time + demographics,emergency
2,imd_Q53,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,3,-0.26027512166700445,0.02698303948995292,0.02707667534399203,-9.612521417802359,7.079377387985549e-22,-0.3133444301623125,-0.2072058131716964,NA,Adjusting for time + demographics,emergency
2,imd_Q54,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,4,-0.3374353635754785,0.02736127234476997,0.02755190684562364,-12.247259888985756,1.7376835635050721e-34,-0.39143610869830336,-0.2834346184526536,NA,Adjusting for time + demographics,emergency
2,imd_Q55 least deprived,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,-0.42941755083380345,0.02837952630468742,0.028520663137875317,-15.056366282856123,3.135538874115396e-51,-0.4853170233992382,-0.3735180782683687,NA,Adjusting for time + demographics,emergency
2,ethnicity_combinedWhite,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,TRUE,White,0,NA,NA,NA,NA,NA,NA,NA,Adjusting for time + demographics,emergency
2,ethnicity_combinedBlack,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Black,0.05132373460880279,0.04198781657377706,0.042177778383273884,1.2168430053953683,0.2236639540250511,-0.03134319197032603,0.1339906611879316,NA,Adjusting for time + demographics,emergency
2,ethnicity_combinedSouth Asian,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,-0.11763476073542123,0.03147561398378804,0.03162458549711299,-3.7197249825190624,1.9943982413413101e-4,-0.1796178093357704,-0.05565171213507206,NA,Adjusting for time + demographics,emergency
2,ethnicity_combinedMixed,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,-0.04491607088515056,0.06745550863178806,0.06745078158836998,-0.665908827554566,0.5054693777640958,-0.17711717352743309,0.08728503175713195,NA,Adjusting for time + demographics,emergency
2,ethnicity_combinedOther,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Other,-0.03664918761789069,0.05710198282166372,0.05704530053222811,-0.6424576130891886,0.5205761023156358,-0.14845592214832135,0.07515754691253995,NA,Adjusting for time + demographics,emergency
2,vax1_az:strata(timesincevax_pw)1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.2781075164403542,0.05870486743781993,0.058834560589940424,4.726941336040253,2.2792707925293993e-6,0.16279389663783134,0.39342113624287706,NA,Adjusting for time + demographics,emergency
2,vax1_az:strata(timesincevax_pw)8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-0.1022553271486624,0.0630463836729392,0.06249884070756448,-1.636115582161287,0.10181539961165409,-0.22475080401099456,0.02024014971366979,NA,Adjusting for time + demographics,emergency
2,vax1_az:strata(timesincevax_pw)15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.06262693712684736,0.06022366982456735,0.0603561435485798,1.0376232384105162,0.29944549467657683,-0.05566893047409856,0.18092280472779326,NA,Adjusting for time + demographics,emergency
2,vax1_az:strata(timesincevax_pw)22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.02302060473250469,0.06246335613617551,0.06210958897973593,0.37064493761205636,0.7109020069157318,-0.09871195276236355,0.14475316222737292,NA,Adjusting for time + demographics,emergency
2,vax1_az:strata(timesincevax_pw)29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,0.003628643513869215,0.0625575342010214,0.06267276379553413,0.05789825267172566,0.9538296749552604,-0.11920771633696348,0.1264650033647019,NA,Adjusting for time + demographics,emergency
2,vax1_az:strata(timesincevax_pw)36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.05916308999346828,0.029318523422634742,0.029211899540423903,2.0253078685142483,0.04283576106497721,0.0019088189742352893,0.11641736101270128,NA,Adjusting for time + demographics,emergency
2,"strata(region)East of England:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"East of England * ns(calendar_day, 3)1",0.21695989541727542,0.1528496274264156,0.15331798310348918,1.4150975053645738,0.15703990953464253,-0.08353782964788384,0.5174576204824347,NA,Adjusting for time + demographics,emergency
2,"strata(region)Midlands:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"Midlands * ns(calendar_day, 3)1",0.01975751369682452,0.1515091496324313,0.15429408904671219,0.1280510084274387,0.8981086063794141,-0.28265334386214735,0.32216837125579634,NA,Adjusting for time + demographics,emergency
2,"strata(region)South West:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South West * ns(calendar_day, 3)1",0.1327290289812538,0.1884182288979516,0.18903644366785533,0.7021346064596098,0.48259522239441166,-0.2377755923732773,0.5032336503357849,NA,Adjusting for time + demographics,emergency
2,"strata(region)North West:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"North West * ns(calendar_day, 3)1",0.04166660959803286,0.18925057756579408,0.18982662914611076,0.21949823260024182,0.8262619564799029,-0.3303867468349854,0.41371996603105116,NA,Adjusting for time + demographics,emergency
2,"strata(region)London:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"London * ns(calendar_day, 3)1",0.4351090186641279,0.2394785216456698,0.23869396334937198,1.822873995465343,0.06832247730839723,-0.03272255282776476,0.9029405901560206,NA,Adjusting for time + demographics,emergency
2,"strata(region)South East:ns(calendar_day, 3)1","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South East * ns(calendar_day, 3)1",0.0215795962083619,0.21566089906179284,0.21322997696794516,0.10120338854421937,0.919389006862182,-0.39634347907311573,0.43950267148983957,NA,Adjusting for time + demographics,emergency
2,"strata(region)East of England:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"East of England * ns(calendar_day, 3)2",0.2723071702538878,0.3763206176514461,0.3905406955101183,0.6972568374678709,0.4856420747134782,-0.4931385274431675,1.0377528679509431,NA,Adjusting for time + demographics,emergency
2,"strata(region)Midlands:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"Midlands * ns(calendar_day, 3)2",0.07827222703301102,0.38292575950131463,0.39304849601088093,0.1991413981414756,0.8421521386653104,-0.6920886693259505,0.8486331233919726,NA,Adjusting for time + demographics,emergency
2,"strata(region)South West:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South West * ns(calendar_day, 3)2",0.3357816210591356,0.47157064937632837,0.4762381879831459,0.7050707598253733,0.4807662021392447,-0.5976280754504462,1.2691913175687173,NA,Adjusting for time + demographics,emergency
2,"strata(region)North West:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"North West * ns(calendar_day, 3)2",0.9981395692025318,0.4523125006004894,0.457037816338574,2.183932124476783,0.02896723603658743,0.10236190960609504,1.8939172287989685,NA,Adjusting for time + demographics,emergency
2,"strata(region)London:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"London * ns(calendar_day, 3)2",0.5593220240159421,0.6060361151736023,0.599551500978043,0.9329007151237635,0.3508712331188688,-0.6157773247779529,1.734421372809837,NA,Adjusting for time + demographics,emergency
2,"strata(region)South East:ns(calendar_day, 3)2","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South East * ns(calendar_day, 3)2",0.19913289640427165,0.5241518770756707,0.5394333301702611,0.36915200686879956,0.7120144262869853,-0.8581370027899434,1.2564027955984867,NA,Adjusting for time + demographics,emergency
2,"strata(region)East of England:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"East of England * ns(calendar_day, 3)3",0.22278352329484916,0.15619357665416383,0.1578759667973803,1.4111300650387901,0.15820626645618333,-0.08664768565245753,0.5322147322421559,NA,Adjusting for time + demographics,emergency
2,"strata(region)Midlands:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"Midlands * ns(calendar_day, 3)3",-0.02268790806233023,0.15154228802477374,0.15330961583968156,-0.14798750840296512,0.8823526265423608,-0.3231692335917774,0.27779341746711694,NA,Adjusting for time + demographics,emergency
2,"strata(region)South West:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South West * ns(calendar_day, 3)3",0.14809609924386472,0.19246054073108557,0.19518613992017414,0.758742907177897,0.44800636445366027,-0.2344617052810722,0.5306539037688016,NA,Adjusting for time + demographics,emergency
2,"strata(region)North West:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"North West * ns(calendar_day, 3)3",0.6148962618283067,0.18112225801746937,0.18130059270126447,3.391584399514311,6.948975733759459e-4,0.259553629758063,0.9702388938985504,NA,Adjusting for time + demographics,emergency
2,"strata(region)London:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"London * ns(calendar_day, 3)3",0.2979545509716132,0.23537459493625032,0.233827264641812,1.2742506799967683,0.20257458939259024,-0.1603384663298542,0.7562475682730807,NA,Adjusting for time + demographics,emergency
2,"strata(region)South East:ns(calendar_day, 3)3","strata(region):ns(calendar_day, 3)","strata(region) * ns(calendar_day, 3)",NA,interaction,NA,NA,NA,NA,"South East * ns(calendar_day, 3)3",0.03367795782581298,0.22110228401583665,0.21780797519869735,0.1546222437222051,0.8771191329402694,-0.3932178291092271,0.460573744760853,NA,Adjusting for time + demographics,emergency
3,"ns(calendar_day, 3)1","ns(calendar_day, 3)","ns(calendar_day, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(calendar_day, 3)1",0.07087170394299275,0.11200611091632524,0.11236868016066254,0.6307069179922891,0.528232174871799,-0.14936686216220627,0.2911102700481918,NA,Adjusting for time + demographics + clinical,emergency
3,"ns(calendar_day, 3)2","ns(calendar_day, 3)","ns(calendar_day, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(calendar_day, 3)2",-0.09916054380325413,0.2763639355146938,0.2838228520563,-0.34937477051208105,0.7268079716219026,-0.6554431118230419,0.4571220242165337,NA,Adjusting for time + demographics + clinical,emergency
3,"ns(calendar_day, 3)3","ns(calendar_day, 3)","ns(calendar_day, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(calendar_day, 3)3",0.2423717257858985,0.1138287291313801,0.11450825845545558,2.1166309666667633,0.03429117984996034,0.017939663280801488,0.4668037882909955,NA,Adjusting for time + demographics + clinical,emergency
3,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2","age, degree = 2",nmatrix.2,continuous,NA,NA,NA,NA,"age, degree = 2",-0.06831281357046078,0.005108464969211058,0.005150270516932721,-13.263927272531879,3.7474495081102725e-40,-0.07840715829428739,-0.05821846884663416,NA,Adjusting for time + demographics + clinical,emergency
3,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2","age, degree = 2",nmatrix.2,continuous,NA,NA,NA,NA,"age, degree = 2²",6.806423516052478e-4,6.078049119970401e-5,6.088076545005341e-5,11.17992434184565,5.113356045774135e-29,5.613182439719127e-4,7.99966459238583e-4,NA,Adjusting for time + demographics + clinical,emergency
3,sexFemale,sex,sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,0,NA,NA,NA,NA,NA,NA,NA,Adjusting for time + demographics + clinical,emergency
3,sexMale,sex,sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,-0.07119730339617511,0.02137321669573378,0.021400129524861436,-3.326956657596964,8.780002865196291e-4,-0.11314078652939577,-0.029253820262954443,NA,Adjusting for time + demographics + clinical,emergency
3,imd_Q51 most deprived,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,0,NA,NA,NA,NA,NA,NA,NA,Adjusting for time + demographics + clinical,emergency
3,imd_Q52,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,2,-0.09566175873546007,0.02664156377990847,0.026694960004631667,-3.583513843769102,3.3900278807517915e-4,-0.1479829189132753,-0.04334059855764482,NA,Adjusting for time + demographics + clinical,emergency
