term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome
vax1_az:strata(timesincevax)36+,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.3227083618933027,0.09141186650406846,0.09084868441080979,3.0785412654057938,0.00208016718681453,1.10696415664203,1.5805005068364069,NA,2 adjusting for time + demographics,postest
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2","age, degree = 2",nmatrix.2,continuous,NA,NA,NA,NA,"age, degree = 2",1.0068204310100213,0.008231065691256163,0.008254024827797512,0.8235106184481115,0.4102176813039723,0.9906635436080391,1.0232408236274773,NA,3 adjusting for time + demographics + clinical,postest
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2","age, degree = 2",nmatrix.2,continuous,NA,NA,NA,NA,"age, degree = 2²",0.9997897828914946,9.73116704375617e-5,9.726926817268456e-5,-2.1614145060245558,0.030663334554406625,0.9995991968734018,0.9999804052471819,NA,3 adjusting for time + demographics + clinical,postest
sexF,sex,sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,F,1,NA,NA,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,postest
sexM,sex,sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,M,1.02826275403027,0.03067937455596299,0.030706115991694274,0.9076606004743797,0.3640575661795922,0.9682043101522821,1.0920466684966692,NA,3 adjusting for time + demographics + clinical,postest
imd_Q51 most deprived,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,1,NA,NA,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,postest
imd_Q52,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,2,0.8534461101049506,0.042357623957075125,0.04225545935192373,-3.750352760573771,1.7658597116259502e-4,0.7856121492660519,0.9271372184528232,NA,3 adjusting for time + demographics + clinical,postest
imd_Q53,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,3,0.8446213418112997,0.041162400147146755,0.04097488346276539,-4.121228762300943,3.768569822790573e-5,0.7794426514634598,0.9152504160552262,NA,3 adjusting for time + demographics + clinical,postest
imd_Q54,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,4,0.7308621821749032,0.04217080527757769,0.04209844263372308,-7.447552704296539,9.508756788937687e-14,0.6729785637345007,0.7937244336124124,NA,3 adjusting for time + demographics + clinical,postest
imd_Q55 least deprived,imd_Q5,imd_Q5,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,0.6877277456348866,0.04308230218088276,0.04284789524049629,-8.73700413564701,2.3937372632089733e-18,0.6323308219066782,0.7479778554679498,NA,3 adjusting for time + demographics + clinical,postest
ethnicity_combinedWhite,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,TRUE,White,1,NA,NA,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,postest
ethnicity_combinedBlack,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Black,0.8687722260212349,0.07865530227067397,0.07864416496656645,-1.7887442581514692,0.07365601173106981,0.7446700612905294,1.0135564996367212,NA,3 adjusting for time + demographics + clinical,postest
ethnicity_combinedSouth Asian,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,1.2780982387725992,0.042373199625868455,0.04252708683916352,5.769810264178122,7.936083547315854e-9,1.1758857149370163,1.389195469596394,NA,3 adjusting for time + demographics + clinical,postest
ethnicity_combinedMixed,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,1.0276976340048598,0.10333383447939683,0.10338684912555522,0.26425985174877603,0.7915796945774953,0.839193886082347,1.2585439961553169,NA,3 adjusting for time + demographics + clinical,postest
ethnicity_combinedOther,ethnicity_combined,ethnicity_combined,factor,categorical,5,contr.treatment,treatment,FALSE,Other,1.0648594218511427,0.08261194662776515,0.08267245160319123,0.7601418727564073,0.44716978574318333,0.9055686088839451,1.2521697165526087,NA,3 adjusting for time + demographics + clinical,postest
bmiNot obese,bmi,bmi,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,1,NA,NA,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,postest
bmiObese I (30-34.9),bmi,bmi,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),1.2083211616997414,0.03714930354750261,0.037086677798346124,5.102423235120759,3.353317815386111e-7,1.123606244393753,1.2994232072812875,NA,3 adjusting for time + demographics + clinical,postest
bmiObese II (35-39.9),bmi,bmi,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),1.346125035511202,0.0647131808092532,0.06441253902016189,4.6144760875547295,3.940881422008771e-6,1.1864716044537449,1.5272616760721465,NA,3 adjusting for time + demographics + clinical,postest
bmiObese III (40+),bmi,bmi,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),1.215935103469138,0.07677302015384402,0.07672471230855918,2.548245635329407,0.01082662089116122,1.0461698577998662,1.4132486850250492,NA,3 adjusting for time + demographics + clinical,postest
prior_covid_infection,prior_covid_infection,prior_covid_infection,numeric,continuous,NA,NA,NA,NA,prior_covid_infection,0.03279087625262696,0.20901376368027078,0.20933583312060394,-16.325943410496965,6.453530636957812e-60,0.02175534816770028,0.049424240748832685,NA,3 adjusting for time + demographics + clinical,postest
psychosis_schiz_bipolar,psychosis_schiz_bipolar,psychosis_schiz_bipolar,numeric,continuous,NA,NA,NA,NA,psychosis_schiz_bipolar,0.6824442289736545,0.19613941437148302,0.19622619897348884,-1.9471124296867037,0.05152125715587698,0.4645571216210135,1.0025249942016587,NA,3 adjusting for time + demographics + clinical,postest
multimorb0,multimorb,multimorb,factor,categorical,4,contr.treatment,treatment,TRUE,0,1,NA,NA,NA,NA,NA,NA,NA,3 adjusting for time + demographics + clinical,postest
multimorb1,multimorb,multimorb,factor,categorical,4,contr.treatment,treatment,FALSE,1,0.9826119734688963,0.045106677608969,0.04506655839050123,-0.3892237271216362,0.6971106529173744,0.8995417561312838,1.073353497848659,NA,3 adjusting for time + demographics + clinical,postest
multimorb2,multimorb,multimorb,factor,categorical,4,contr.treatment,treatment,FALSE,2,0.9550934723926885,0.0825149150754365,0.08239580444757429,-0.5576262862908808,0.5770996028926695,0.8126629137599658,1.1224869814553375,NA,3 adjusting for time + demographics + clinical,postest
multimorb3+,multimorb,multimorb,factor,categorical,4,contr.treatment,treatment,FALSE,3+,0.8033090259157847,0.21954257526055043,0.2194369230178094,-0.9980808917999545,0.31824013503799786,0.5225136005022035,1.2350020946776206,NA,3 adjusting for time + demographics + clinical,postest
vax1_az:strata(timesincevax)1-7,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.9248337860267162,0.06558148100843893,0.06539357471800991,-1.1949377096285647,0.23211136814795694,0.8135805833277685,1.0513003251356192,NA,3 adjusting for time + demographics + clinical,postest
vax1_az:strata(timesincevax)8-14,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,1.0627503506310854,0.06962839220308727,0.06885674038490762,0.8838672560536283,0.37676787489010394,0.9285820692171579,1.2163042397735175,NA,3 adjusting for time + demographics + clinical,postest
vax1_az:strata(timesincevax)15-21,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,1.5985950097929862,0.10195588131930262,0.10246593580551125,4.5783520240770965,4.686535202535889e-6,1.3077336238090949,1.9541487339688488,NA,3 adjusting for time + demographics + clinical,postest
vax1_az:strata(timesincevax)22-28,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.3461760315938882,0.13936448487536937,0.13947870905465912,2.131278716009887,0.03306618744071884,1.0241825247787262,1.7694013168496416,NA,3 adjusting for time + demographics + clinical,postest
vax1_az:strata(timesincevax)29-35,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,1.5790825609808794,0.1528064159348194,0.14801777790141796,3.0864131813219524,0.002025870976158244,1.1814405594996977,2.110560463109419,NA,3 adjusting for time + demographics + clinical,postest
vax1_az:strata(timesincevax)36+,vax1_az:strata(timesincevax),vax1_az * strata(timesincevax),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.3328617627922832,0.09138315504338494,0.09075654574862585,3.165924062194294,0.001545911454792759,1.1156629151295225,1.5923451919234115,NA,3 adjusting for time + demographics + clinical,postest
