model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome,term_left,term_right,term_midpoint
1,29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-16.26017656644144,4494.952077465373,0.7102103046766991,-22.894875587370382,5.225777014957343e-116,-17.652163185056988,-14.868189947825892,NA,Adjusting for time,covidadmitted,28,34,31.5
1,36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.1357570617093584,0.5409579027695177,0.5073654700512901,2.238538349081075,0.02518596950338059,0.14133901340959465,2.130175110009122,NA,Adjusting for time,covidadmitted,35,41,38.5
2,1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.6411045296858258,1.0911211832210943,1.1233451977267699,0.5707101708212056,0.5681961232258294,-1.5606116000646684,2.84282065943632,NA,Adjusting for time + demographics,covidadmitted,0,6,3.5
2,8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-1.8173575219135898,0.7198924796759352,0.7141984870275042,-2.5446112739295152,0.01093994494209098,-3.2171608343004947,-0.41755420952668487,NA,Adjusting for time + demographics,covidadmitted,7,13,10.5
2,15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.8973739160952838,0.3953341791104493,0.416801487285455,2.1530007532835382,0.031318619336060186,0.08045801231306293,1.7142898198775047,NA,Adjusting for time + demographics,covidadmitted,14,20,17.5
2,22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.4906938143651651,0.6309945652249531,0.655774053902994,2.2731820594196264,0.023015210969885194,0.20540028671946908,2.775987342010861,NA,Adjusting for time + demographics,covidadmitted,21,27,24.5
2,29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-16.227603616828553,4520.958515810413,0.7125763895486417,-22.773142437553116,8.465382678139986e-115,-17.624227676577473,-14.830979557079631,NA,Adjusting for time + demographics,covidadmitted,28,34,31.5
2,36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.159097427883899,0.5426856207172922,0.5077589944315868,2.282770843245143,0.022443870282254506,0.16390808597171524,2.154286769796083,NA,Adjusting for time + demographics,covidadmitted,35,41,38.5
3,1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.6147605413703408,0,0,Inf,0,0.6147605413703408,0.6147605413703408,NA,Adjusting for time + demographics + clinical,covidadmitted,0,6,3.5
3,8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-1.851371886430896,0,0,-Inf,0,-1.851371886430896,-1.851371886430896,NA,Adjusting for time + demographics + clinical,covidadmitted,7,13,10.5
3,15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.8592679985030512,0,0,Inf,0,0.8592679985030512,0.8592679985030512,NA,Adjusting for time + demographics + clinical,covidadmitted,14,20,17.5
3,22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,1.448100769407877,0,0,Inf,0,1.448100769407877,1.448100769407877,NA,Adjusting for time + demographics + clinical,covidadmitted,21,27,24.5
3,29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-16.61941694902607,0,0,-Inf,0,-16.61941694902607,-16.61941694902607,NA,Adjusting for time + demographics + clinical,covidadmitted,28,34,31.5
3,36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,1.118073097552155,0,0,Inf,0,1.118073097552155,1.118073097552155,NA,Adjusting for time + demographics + clinical,covidadmitted,35,41,38.5
